id,gene_id,gene_name,KO
85_11,K13599,"two-component system, NtrC family, nitrogen regulation response regulator NtrX",K13599
85_12,K02482,"two-component system, NtrC family, sensor kinase [EC:2.7.13.3]",K02482
85_13,K02497,HemX protein,K02497
85_14,K11062,probable enterotoxin D,K11062
85_15,K13421,uridine monophosphate synthetase [EC:2.4.2.10 4.1.1.23],K13421
85_16,K03551,holliday junction DNA helicase RuvB [EC:3.6.4.12],K03551
85_17,K11740,bacteriophage N4 adsorption protein B,K11740
85_18,K18855,UDP-N-acetylglucosamine 3-dehydrogenase [EC:1.1.1.374],K18855
85_19,K00925,acetate kinase [EC:2.7.2.1],K00925
85_2,K23546,sugar transport system permease protein,K23546
85_20,K02884,large subunit ribosomal protein L19,K02884
85_21,K19221,cob(I)alamin adenosyltransferase [EC:2.5.1.17],K19221
85_22,K06287,septum formation protein,K06287
85_23,K02717,photosystem II oxygen-evolving enhancer protein 2,K02717
85_24,K23685,glycosyltransferase AglI [EC:2.4.1.-],K23685
85_25,K00991,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60],K00991
85_26,85_26,,none
85_27,K15669,D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase [EC:2.7.7.71],K15669
85_28,K07031,D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168],K07031
85_29,K06400,site-specific DNA recombinase,K06400
85_3,K03604,"LacI family transcriptional regulator, purine nucleotide synthesis repressor",K03604
85_30,K03576,"LysR family transcriptional regulator, regulator for metE and metH",K03576
85_31,K00549,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14],K00549
85_32,K11331,cation efflux system protein involved in nickel and cobalt tolerance [EC:3.2.1.17],K11331
85_33,85_33,,none
85_34,K14108,energy-converting hydrogenase A subunit Q,K14108
85_35,K03671,thioredoxin 1,K03671
85_36,K13770,"TetR/AcrR family transcriptional regulator, fatty acid metabolism regulator protein",K13770
85_37,85_37,,none
85_38,K06978,uncharacterized protein,K06978
85_39,NER26800.1,Orange carotenoid protein,none
85_4,K23095,demethylphylloquinol methyltransferase [EC:2.1.1.329],K23095
85_40,K07494,putative transposase,K07494
85_41,85_41,,none
85_42,K07494,putative transposase,K07494
85_43,K20099,ATP-dependent RNA helicase YTHDC2 [EC:3.6.4.13],K20099
85_44,K15387,FAD-dependent monooxygenase,K15387
85_45,K07264,4-amino-4-deoxy-L-arabinose transferase [EC:2.4.2.43],K07264
85_46,K19302,undecaprenyl-diphosphatase [EC:3.6.1.27],K19302
85_47,K07496,putative transposase,K07496
85_48,K03542,photosystem II 22kDa protein,K03542
85_49,K00073,ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350],K00073
85_5,85_5,,none
85_50,K15352,secreted effector protein PipB2,K15352
85_51,K03685,ribonuclease III [EC:3.1.26.3],K03685
85_52,K07064,uncharacterized protein,K07064
85_53,85_53,,none
85_54,K03596,GTP-binding protein LepA,K03596
85_55,85_55,,none
85_56,K13866,"solute carrier family 7 (cationic amino acid transporter), member 4",K13866
85_57,K03296,"hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",K03296
85_58,K02005,HlyD family secretion protein,K02005
85_59,K01580,glutamate decarboxylase [EC:4.1.1.15],K01580
85_6,K02716,photosystem II oxygen-evolving enhancer protein 1,K02716
85_7,K21418,heme oxygenase 2 [EC:1.14.14.18],K21418
85_8,K00558,DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],K00558
85_9,K15352,secreted effector protein PipB2,K15352
86_1,K03208,colanic acid biosynthesis glycosyl transferase WcaI,K03208
86_10,K03972,phage shock protein E,K03972
86_11,K12446,L-arabinokinase [EC:2.7.1.46],K12446
86_12,K20074,PPM family protein phosphatase [EC:3.1.3.16],K20074
86_13,K14322,polyadenylate-binding protein-interacting protein 1,K14322
86_14,K02340,DNA polymerase III subunit delta [EC:2.7.7.7],K02340
86_15,K01975,"RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]",K01975
86_16,K09667,protein O-GlcNAc transferase [EC:2.4.1.255],K09667
86_17,K23222,nuclease HARBI1 [EC:3.1.-.-],K23222
86_2,K05303,O-methyltransferase [EC:2.1.1.-],K05303
86_3,K06607,myo-inositol catabolism protein IolS [EC:1.1.1.-],K06607
86_4,K21416,"acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha [EC:1.1.1.-]",K21416
86_5,K21417,"acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta [EC:1.1.1.-]",K21417
86_6,K00996,undecaprenyl-phosphate galactose phosphotransferase [EC:2.7.8.6],K00996
86_7,K14189,uncharacterized oxidoreductase [EC:1.-.-.-],K14189
86_8,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],K00059
86_9,K10211,"4,4'-diaponeurosporenoate glycosyltransferase [EC:2.4.1.-]",K10211
87_1,K23505,complex I assembly factor TIMMDC1,K23505
87_10,K02244,competence protein ComGB,K02244
87_11,K03584,DNA repair protein RecO (recombination protein O),K03584
87_12,K22073,"transferase CAF17, mitochondrial [EC:2.1.-.-]",K22073
87_13,87_13,,none
87_14,87_14,,none
87_15,K02123,V/A-type H+/Na+-transporting ATPase subunit I,K02123
87_16,K07112,uncharacterized protein,K07112
87_17,K01870,isoleucyl-tRNA synthetase [EC:6.1.1.5],K01870
87_18,87_18,,none
87_19,87_19,,none
87_2,K07456,DNA mismatch repair protein MutS2,K07456
87_20,K02469,DNA gyrase subunit A [EC:5.6.2.2],K02469
87_21,K22615,NLR family CARD domain containing 5,K22615
87_22,K07496,putative transposase,K07496
87_23,87_23,,none
87_24,K03588,cell division protein FtsW,K03588
87_25,K03741,arsenate reductase (thioredoxin) [EC:1.20.4.4],K03741
87_26,K11811,arsenical resistance protein ArsH,K11811
87_27,K03325,arsenite transporter,K03325
87_28,K19007,lysophosphatidiate acyltransferase [EC:2.3.1.51],K19007
87_29,87_29,,none
87_3,K06872,uncharacterized protein,K06872
87_30,87_30,,none
87_31,K13541,cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.131],K13541
87_32,K07496,putative transposase,K07496
87_33,K02843,heptosyltransferase II [EC:2.4.-.-],K02843
87_34,K23550,sialidase [EC:3.2.1.18],K23550
87_35,K03789,[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266],K03789
87_36,K08259,lysostaphin [EC:3.4.24.75],K08259
87_37,87_37,,none
87_38,K22857,EEF1A lysine methyltransferase 4 [EC:2.1.1.-],K22857
87_39,K07079,uncharacterized protein,K07079
87_4,K06042,precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60],K06042
87_40,K21163,enediyne biosynthesis protein E5,K21163
87_41,K02005,HlyD family secretion protein,K02005
87_42,87_42,,none
87_43,K08906,cytochrome c6,K08906
87_44,K02638,plastocyanin,K02638
87_45,K01625,2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42],K01625
87_46,K00931,glutamate 5-kinase [EC:2.7.2.11],K00931
87_47,K00845,glucokinase [EC:2.7.1.2],K00845
87_48,87_48,,none
87_49,87_49,,none
87_5,K08391,G protein-coupled receptor 174,K08391
87_50,87_50,,none
87_51,87_51,,none
87_52,K19092,toxin ParE1/3/4,K19092
87_53,87_53,,none
87_54,K07461,putative endonuclease,K07461
87_55,K13582,localization factor PodJL,K13582
87_56,K00036,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363],K00036
87_57,K07339,mRNA interferase HicA [EC:3.1.-.-],K07339
87_58,K18843,antitoxin HicB,K18843
87_59,87_59,,none
87_6,87_6,,none
87_60,87_60,,none
87_61,K09122,uncharacterized protein,K09122
87_62,87_62,,none
87_63,K23273,fructose 5-dehydrogenase large subunit [EC:1.1.99.11],K23273
87_64,K12635,O-demethylpuromycin O-methyltransferase [EC:2.1.1.38],K12635
87_65,K03474,pyridoxine 5-phosphate synthase [EC:2.6.99.2],K03474
87_7,K07491,putative transposase,K07491
87_8,K06666,general transcriptional corepressor TUP1,K06666
87_9,87_9,,none
88_1,K07496,putative transposase,K07496
88_2,K07491,putative transposase,K07491
89_1,K04763,integrase/recombinase XerD,K04763
89_10,K08884,"serine/threonine protein kinase, bacterial [EC:2.7.11.1]",K08884
89_11,89_11,,none
89_12,89_12,,none
89_13,89_13,,none
89_14,K03981,thiol:disulfide interchange protein DsbC [EC:5.3.4.1],K03981
89_15,K19295,alginate O-acetyltransferase complex protein AlgJ,K19295
89_16,K09667,protein O-GlcNAc transferase [EC:2.4.1.255],K09667
89_17,K00745,raffinose-raffinose alpha-galactotransferase [EC:2.4.1.166],K00745
89_18,89_18,,none
89_2,89_2,,none
89_3,89_3,,none
89_4,K19577,"MFS transporter, DHA1 family, inner membrane transport protein",K19577
89_5,89_5,,none
89_6,K23243,nickel/cobalt homeostasis protein,K23243
89_7,K03296,"hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",K03296
89_8,K00950,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3],K00950
89_9,K01515,ADP-ribose pyrophosphatase [EC:3.6.1.13],K01515
9_1,9_1,,none
9_10,K07494,putative transposase,K07494
9_11,9_11,,none
9_12,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
9_13,K07496,putative transposase,K07496
9_14,K07494,putative transposase,K07494
9_15,K07494,putative transposase,K07494
9_16,K08391,G protein-coupled receptor 174,K08391
9_17,K09121,"pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]",K09121
9_18,K21310,methanethiol S-methyltransferase [EC:2.1.1.334],K21310
9_19,K03515,DNA repair protein REV1 [EC:2.7.7.-],K03515
9_2,K10953,RTX toxin RtxA,K10953
9_20,K02275,cytochrome c oxidase subunit II [EC:1.9.3.1],K02275
9_21,K18573,intermediate cleaving peptidase 55 [EC:3.4.11.26],K18573
9_22,K07487,transposase,K07487
9_23,K12026,tripartite motif-containing protein 56 [EC:2.3.2.27],K12026
9_24,9_24,,none
9_25,K07481,"transposase, IS5 family",K07481
9_26,K18534,MPBQ/MSBQ methyltransferase [EC:2.1.1.295],K18534
9_27,K00827,alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40],K00827
9_28,K00827,alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40],K00827
9_29,K07481,"transposase, IS5 family",K07481
9_3,K01679,"fumarate hydratase, class II [EC:4.2.1.2]",K01679
9_30,K21471,peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-],K21471
9_31,K00681,gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13],K00681
9_32,K12035,tripartite motif-containing protein 71 [EC:2.3.2.27],K12035
9_33,K07065,uncharacterized protein,K07065
9_34,9_34,,none
9_35,9_35,,none
9_36,9_36,,none
9_37,K02275,cytochrome c oxidase subunit II [EC:1.9.3.1],K02275
9_38,K02274,cytochrome c oxidase subunit I [EC:1.9.3.1],K02274
9_39,K02276,cytochrome c oxidase subunit III [EC:1.9.3.1],K02276
9_4,9_4,,none
9_40,K11206,deaminated glutathione amidase [EC:3.5.1.128],K11206
9_41,K01208,cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase [EC:3.2.1.54 3.2.1.133 3.2.1.135],K01208
9_42,9_42,,none
9_43,K02718,photosystem II PsbT protein,K02718
9_44,K07738,transcriptional repressor NrdR,K07738
9_45,K03498,trk system potassium uptake protein,K03498
9_46,K03499,trk system potassium uptake protein,K03499
9_47,K01493,dCMP deaminase [EC:3.5.4.12],K01493
9_48,K01520,dUTP pyrophosphatase [EC:3.6.1.23],K01520
9_49,K15684,bifunctional apoptosis regulator,K15684
9_5,9_5,,none
9_50,K01494,dCTP deaminase [EC:3.5.4.13],K01494
9_51,K00560,thymidylate synthase [EC:2.1.1.45],K00560
9_52,K11520,"two-component system, OmpR family, manganese sensing sensor histidine kinase [EC:2.7.13.3]",K11520
9_53,9_53,,none
9_54,K01929,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10],K01929
9_55,K15422,"3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate 1-phosphatase [EC:3.1.3.7 3.1.3.57]",K15422
9_56,K19225,rhomboid protease GluP [EC:3.4.21.105],K19225
9_57,K01633,"7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]",K01633
9_58,9_58,,none
9_59,K00456,cysteine dioxygenase [EC:1.13.11.20],K00456
9_6,K09667,protein O-GlcNAc transferase [EC:2.4.1.255],K09667
9_60,9_60,,none
9_61,9_61,,none
9_62,9_62,,none
9_63,K00793,riboflavin synthase [EC:2.5.1.9],K00793
9_64,K07491,putative transposase,K07491
9_65,K07496,putative transposase,K07496
9_66,K07496,putative transposase,K07496
9_67,K08999,uncharacterized protein,K08999
9_68,K07079,uncharacterized protein,K07079
9_69,9_69,,none
9_7,9_7,,none
9_70,9_70,,none
9_71,K19007,lysophosphatidiate acyltransferase [EC:2.3.1.51],K19007
9_72,WP_016879302.1,hypothetical protein,none
9_8,K15399,cytochrome P450 family 77 subfamily A polypeptide 6 [EC:1.14.-.-],K15399
9_9,K07494,putative transposase,K07494
90_1,90_1,,none
90_10,K06515,"solute carrier family 44 (choline transporter-like protein), member 1",K06515
90_11,K01810,glucose-6-phosphate isomerase [EC:5.3.1.9],K01810
90_12,K01810,glucose-6-phosphate isomerase [EC:5.3.1.9],K01810
90_13,90_13,,none
90_14,90_14,,none
90_15,K03075,preprotein translocase subunit SecG,K03075
90_16,K15633,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]",K15633
90_17,K03654,ATP-dependent DNA helicase RecQ [EC:3.6.4.12],K03654
90_18,K10900,werner syndrome ATP-dependent helicase [EC:3.6.4.12],K10900
90_19,K14668,minimal PKS chain-length factor (CLF/KS beta) [EC:2.3.1.-],K14668
90_2,K03651,"3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]",K03651
90_20,K18843,antitoxin HicB,K18843
90_21,K15329,"trans-AT polyketide synthase, acyltransferase and oxidoreductase domains",K15329
90_22,K00645,[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39],K00645
90_23,90_23,,none
90_24,90_24,,none
90_25,K07090,uncharacterized protein,K07090
90_26,K02658,twitching motility two-component system response regulator PilH,K02658
90_27,K02659,twitching motility protein PilI,K02659
90_28,K02660,twitching motility protein PilJ,K02660
90_29,K02660,twitching motility protein PilJ,K02660
90_3,K07496,putative transposase,K07496
90_30,K06596,chemosensory pili system protein ChpA (sensor histidine kinase/response regulator),K06596
90_31,K02657,twitching motility two-component system response regulator PilG,K02657
90_32,K07495,putative transposase,K07495
90_33,K07494,putative transposase,K07494
90_34,K02657,twitching motility two-component system response regulator PilG,K02657
90_35,K00537,arsenate reductase (glutaredoxin) [EC:1.20.4.1],K00537
90_36,K18331,NADP-reducing hydrogenase subunit HndC [EC:1.12.1.3],K18331
90_37,K02593,nitrogen fixation protein NifT,K02593
90_38,K02597,nitrogen fixation protein NifZ,K02597
90_39,K02594,homocitrate synthase NifV [EC:2.3.3.14],K02594
90_4,K03439,tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33],K03439
90_40,90_40,,none
90_41,90_41,,none
90_42,K00640,serine O-acetyltransferase [EC:2.3.1.30],K00640
90_43,K02585,nitrogen fixation protein NifB,K02585
90_44,90_44,,none
90_45,K04487,cysteine desulfurase [EC:2.8.1.7],K04487
90_46,K02588,nitrogenase iron protein NifH,K02588
90_47,K02586,nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1],K02586
90_48,K02591,nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],K02591
90_49,90_49,,none
90_5,K03321,"sulfate permease, SulP family",K03321
90_50,90_50,,none
90_51,K02587,nitrogenase molybdenum-cofactor synthesis protein NifE,K02587
90_52,K02592,nitrogenase molybdenum-iron protein NifN,K02592
90_53,K02596,nitrogen fixation protein NifX,K02596
90_54,90_54,,none
90_55,K06674,structural maintenance of chromosome 2,K06674
90_56,K02595,nitrogenase-stabilizing/protective protein,K02595
90_57,K21029,molybdopterin-synthase adenylyltransferase [EC:2.7.7.80],K21029
90_58,K13628,iron-sulfur cluster assembly protein,K13628
90_59,K02639,ferredoxin,K02639
90_6,90_6,,none
90_60,90_60,,none
90_61,K08104,[heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23],K08104
90_62,K04759,ferrous iron transport protein B,K04759
90_63,K04759,ferrous iron transport protein B,K04759
90_64,K04758,ferrous iron transport protein A,K04758
90_65,K02018,molybdate transport system permease protein,K02018
90_66,90_66,,none
90_67,K09803,uncharacterized protein,K09803
90_68,K19360,nephrocystin-3,K19360
90_7,K11122,regulatory protein SIR3,K11122
90_8,90_8,,none
90_9,K00239,"succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]",K00239
91_1,K03733,integrase/recombinase XerC,K03733
91_10,WP_199333024.1,PriCT-2 domain-containing protein,none
91_11,K02994,small subunit ribosomal protein S8,K02994
91_12,K07494,putative transposase,K07494
91_13,K07494,putative transposase,K07494
91_14,K07499,putative transposase,K07499
91_15,K07495,putative transposase,K07495
91_16,K07487,transposase,K07487
91_17,91_17,,none
91_18,91_18,,none
91_19,K14147,dense granule protein 7,K14147
91_2,K07494,putative transposase,K07494
91_20,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
91_21,91_21,,none
91_22,K13807,serine/threonine-protein phosphatase with EF-hands [EC:3.1.3.16],K13807
91_23,91_23,,none
91_24,91_24,,none
91_25,91_25,,none
91_26,K16052,MscS family membrane protein,K16052
91_27,K07450,putative resolvase,K07450
91_28,K07496,putative transposase,K07496
91_29,K07496,putative transposase,K07496
91_3,K07495,putative transposase,K07495
91_30,K23222,nuclease HARBI1 [EC:3.1.-.-],K23222
91_31,K06921,uncharacterized protein,K06921
91_32,K06669,structural maintenance of chromosome 3 (chondroitin sulfate proteoglycan 6),K06669
91_33,K10255,acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45],K10255
91_34,K05570,multicomponent Na+:H+ antiporter subunit F,K05570
91_35,91_35,,none
91_36,K13818,molybdopterin-guanine dinucleotide biosynthesis protein [EC:2.7.7.77],K13818
91_37,K00760,hypoxanthine phosphoribosyltransferase [EC:2.4.2.8],K00760
91_38,K13285,invasin B,K13285
91_39,K02316,DNA primase [EC:2.7.7.101],K02316
91_4,K05385,bilin biosynthesis protein,K05385
91_40,K06114,spectrin alpha,K06114
91_41,91_41,,none
91_42,K12724,clorobiocin/coumermycin A biosynthesis protein CloN7/CouN7,K12724
91_43,91_43,,none
91_44,91_44,,none
91_45,K05679,"ATP-binding cassette, subfamily G (WHITE), member 1",K05679
91_46,91_46,,none
91_47,K18433,type IV secretion system T-DNA border endonuclease VirD1,K18433
91_48,K07499,putative transposase,K07499
91_49,K07494,putative transposase,K07494
91_5,K20713,R-phycocyanin alpha-cysteine-84 phycourobilin lyase/isomerase [EC:4.4.1.33],K20713
91_50,K18640,plasmid segregation protein ParM,K18640
91_51,91_51,,none
91_52,91_52,,none
91_53,K14448,(2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12],K14448
91_54,K11507,centromere protein O,K11507
91_55,91_55,,none
91_56,K21482,benzoate O-methyltransferase [EC:2.1.1.273],K21482
91_57,K13287,invasin D,K13287
91_58,91_58,,none
91_59,91_59,,none
91_6,91_6,,none
91_60,91_60,,none
91_61,91_61,,none
91_62,K13829,shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4],K13829
91_63,K18984,secretion system chaperone SsaE,K18984
91_7,K02287,"phycocyanin-associated, rod",K02287
91_8,K05380,phycoerythrin-associated linker protein,K05380
