yourlist:M20210906A084FC58F6BBA219896F365D15F2EB441956986	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (GO)	Gene ontology IDs
WP_075905363.1	A0A1U7NAC1	A0A1U7NAC1_9CYAN	unreviewed	Metallophosphoesterase	BJP37_31460	Moorea bouillonii PNG	369	hydrolase activity [GO:0016787]	GO:0016787
WP_006102614.1	B4VVV8	B4VVV8_9CYAN	unreviewed	Uncharacterized protein	MC7420_5730	Coleofasciculus chthonoplastes PCC 7420	230	integral component of membrane [GO:0016021]	GO:0016021
WP_012593812.1	B7JUF5	G6PI_RIPO1	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi PCC8801_0439	Rippkaea orientalis (strain PCC 8801) (Cyanothece sp. (strain PCC 8801))	526	cytoplasm [GO:0005737]; glucose-6-phosphate isomerase activity [GO:0004347]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	GO:0004347; GO:0005737; GO:0006094; GO:0006096
WP_016869318.1	A0A2N6K3U4	A0A2N6K3U4_FISMU	unreviewed	DNA helicase (EC 3.6.4.12)	recQ CEN44_10975	Fischerella muscicola CCMEE 5323	719	"3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; regulation of transcription, DNA-templated [GO:0006355]; SOS response [GO:0009432]"	GO:0003677; GO:0005524; GO:0006260; GO:0006281; GO:0006310; GO:0006355; GO:0009432; GO:0043138
WP_066980589.1	A0A177NIK9	A0A177NIK9_9GAMM	unreviewed	Nitrogenase-associated protein	A1359_06755	Methylomonas lenta	143		
WP_012595093.1	B7JWX1	B7JWX1_RIPO1	unreviewed	Nitrogen fixation protein FixT	PCC8801_1774	Rippkaea orientalis (strain PCC 8801) (Cyanothece sp. (strain PCC 8801))	66	nitrogen fixation [GO:0009399]	GO:0009399
WP_028153326.1	A0A0E4BMB7	A0A0E4BMB7_9BRAD	unreviewed	Iron-sulfur cofactor synthesis protein	NK6_2608	Bradyrhizobium diazoefficiens	104	nitrogen fixation [GO:0009399]	GO:0009399
WP_028153326.1	A0A5H2Z9T4	A0A5H2Z9T4_9BRAD	unreviewed	Uncharacterized protein	SG09_76780	Bradyrhizobium sp. SG09	104	nitrogen fixation [GO:0009399]	GO:0009399
WP_062292543.1	A0A0M4TUQ9	A0A0M4TUQ9_9NOSO	unreviewed	Nitrogenase iron-molybdenum cofactor biosynthesis protein NifE	ACX27_12110	Nostoc piscinale CENA21	476	nitrogenase activity [GO:0016163]; nitrogen fixation [GO:0009399]; protein-containing complex assembly [GO:0065003]	GO:0009399; GO:0016163; GO:0065003
WP_017312649.1	A0A1Z4TEL2	A0A1Z4TEL2_9CYAN	unreviewed	HesB/YadR/YfhF-family protein	NIES4106_01750	Fischerella sp. NIES-4106	123	iron-sulfur cluster binding [GO:0051536]; iron-sulfur cluster assembly [GO:0016226]	GO:0016226; GO:0051536
WP_017312649.1	A0A4D9CG94	A0A4D9CG94_MASLA	unreviewed	Iron-sulfur cluster assembly accessory protein	BLD44_019835	Mastigocladus laminosus UU774	123	iron-sulfur cluster binding [GO:0051536]; iron-sulfur cluster assembly [GO:0016226]	GO:0016226; GO:0051536
WP_012595118.1	B7JWZ6	B7JWZ6_RIPO1	unreviewed	Small GTP-binding protein	PCC8801_1799	Rippkaea orientalis (strain PCC 8801) (Cyanothece sp. (strain PCC 8801))	214	GTP binding [GO:0005525]	GO:0005525
WP_073622346.1	A0A1Q4RH83	A0A1Q4RH83_9CYAN	unreviewed	Molybdenum ABC transporter permease subunit	NIES2101_30815	Calothrix sp. HK-06	607	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]; molybdate ion transmembrane transporter activity [GO:0015098]	GO:0005524; GO:0005886; GO:0015098; GO:0016021; GO:0042626
WP_015188554.1	K9XF34	K9XF34_9CHRO	unreviewed	Uncharacterized protein	Glo7428_2159	Gloeocapsa sp. PCC 7428	144		
WP_006625337.1	A0A6H2AGI6	A0A6H2AGI6_LIMFS	unreviewed	Alanine dehydrogenase (EC 1.4.1.1)	ald HFV01_12100	Limnospira fusiformis SAG 85.79	361	alanine dehydrogenase activity [GO:0000286]; nucleotide binding [GO:0000166]; L-alanine catabolic process [GO:0042853]	GO:0000166; GO:0000286; GO:0042853
WP_006625337.1	H1WBF0	H1WBF0_9CYAN	unreviewed	Alanine dehydrogenase (EC 1.4.1.1)	ald ARTHRO_1510005	Limnospira indica PCC 8005	361	alanine dehydrogenase activity [GO:0000286]; nucleotide binding [GO:0000166]; L-alanine catabolic process [GO:0042853]	GO:0000166; GO:0000286; GO:0042853
WP_006625337.1	K1W0P0	K1W0P0_ARTPT	unreviewed	Alanine dehydrogenase (EC 1.4.1.1)	SPLC1_S530420	Arthrospira platensis C1	361	alanine dehydrogenase activity [GO:0000286]; nucleotide binding [GO:0000166]; L-alanine catabolic process [GO:0042853]	GO:0000166; GO:0000286; GO:0042853
WP_062248042.1	A0A0S3TQX1	A0A0S3TQX1_9CYAN	unreviewed	Group 1 glycosyl transferase	FIS3754_34000	Fischerella sp. NIES-3754	386	"transferase activity, transferring glycosyl groups [GO:0016757]"	GO:0016757
WP_002786426.1	I4H0B4	I4H0B4_MICAE	unreviewed	Similar to tr|Q8YM97|Q8YM97	MICAF_1360009	Microcystis aeruginosa PCC 9807	260		
WP_007310640.1	G5J4I5	G5J4I5_CROWT	unreviewed	Nucleoside triphosphate pyrophosphohydrolase MazG	CWATWH0003_2407	Crocosphaera watsonii WH 0003	277	hydrolase activity [GO:0016787]	GO:0016787
WP_007310640.1	T2IR05	T2IR05_CROWT	unreviewed	Nucleoside triphosphate pyrophosphohydrolase MazG	CWATWH0005_892	Crocosphaera watsonii WH 0005	277	hydrolase activity [GO:0016787]	GO:0016787
WP_007310640.1	T2JFC3	T2JFC3_CROWT	unreviewed	Nucleoside triphosphate pyrophosphohydrolase MazG	CWATWH0401_3657	Crocosphaera watsonii WH 0401	277	hydrolase activity [GO:0016787]	GO:0016787
WP_007310640.1	T2JYH2	T2JYH2_CROWT	unreviewed	Nucleoside triphosphate pyrophosphohydrolase MazG	CWATWH0402_5655	Crocosphaera watsonii WH 0402	277	hydrolase activity [GO:0016787]	GO:0016787
WP_045874014.1	A0A0D6KCP7	A0A0D6KCP7_9CYAN	unreviewed	Signal peptidase I (EC 3.4.21.89)	FDUTEX481_04862	Tolypothrix sp. PCC 7601	190	integral component of membrane [GO:0016021]; serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0016021
WP_045874014.1	A0A1Z4M3N5	A0A1Z4M3N5_MICDP	unreviewed	Signal peptidase I (EC 3.4.21.89)	NIES3275_00780	Fremyella diplosiphon NIES-3275	190	integral component of membrane [GO:0016021]; serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0016021
WP_012596628.1	B7JZF7	B7JZF7_RIPO1	unreviewed	Uncharacterized protein	PCC8801_3400	Rippkaea orientalis (strain PCC 8801) (Cyanothece sp. (strain PCC 8801))	81		
WP_015955792.1	B7KJB6	B7KJB6_GLOC7	unreviewed	Adenosine/AMP deaminase	PCC7424_3819	Gloeothece citriformis (strain PCC 7424) (Cyanothece sp. (strain PCC 7424))	351	deaminase activity [GO:0019239]	GO:0019239
WP_017311436.1	A0A4D9CJG8	A0A4D9CJG8_MASLA	unreviewed	DUF1232 domain-containing protein	BLD44_013955	Mastigocladus laminosus UU774	107	integral component of membrane [GO:0016021]	GO:0016021
WP_017311436.1	A0A4Q9J793	A0A4Q9J793_9CYAN	unreviewed	DUF1232 domain-containing protein	B4U84_22735	Westiellopsis prolifica IICB1	107	integral component of membrane [GO:0016021]	GO:0016021
WP_046662465.1	A0A0F6RLX9	A0A0F6RLX9_MICAE	unreviewed	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	def MYAER_2760	Microcystis aeruginosa NIES-2549	191	metal ion binding [GO:0046872]; peptide deformylase activity [GO:0042586]; translation [GO:0006412]	GO:0006412; GO:0042586; GO:0046872
WP_046662465.1	A0A6H9GU46	A0A6H9GU46_MICAE	unreviewed	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	def NIES3806_08420	Microcystis aeruginosa NIES-3806	191	metal ion binding [GO:0046872]; peptide deformylase activity [GO:0042586]; translation [GO:0006412]	GO:0006412; GO:0042586; GO:0046872
WP_073634512.1	A0A1Z4IXX7	A0A1Z4IXX7_9CYAN	unreviewed	Uncharacterized protein	SAMD00079811_44680	Scytonema sp. HK-05	68	integral component of membrane [GO:0016021]	GO:0016021
WP_073634512.1	A0A1Z4Q240	A0A1Z4Q240_9CYAN	unreviewed	Uncharacterized protein	NIES4073_51620	Scytonema sp. NIES-4073	68	integral component of membrane [GO:0016021]	GO:0016021
WP_012595083.1	B7JWW1	B7JWW1_RIPO1	unreviewed	Uncharacterized protein	PCC8801_1764	Rippkaea orientalis (strain PCC 8801) (Cyanothece sp. (strain PCC 8801))	68	integral component of membrane [GO:0016021]	GO:0016021
WP_007311193.1	G5J6I3	G5J6I3_CROWT	unreviewed	Uncharacterized protein	CWATWH0003_3084	Crocosphaera watsonii WH 0003	311		
WP_007311193.1	T2ITL8	T2ITL8_CROWT	unreviewed	Beta-lactamase class A	CWATWH0005_1437	Crocosphaera watsonii WH 0005	311		
WP_015184343.1	K9WL06	K9WL06_9CYAN	unreviewed	Protein translocase subunit SecD	secD Mic7113_4521	Microcoleus sp. PCC 7113	468	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; P-P-bond-hydrolysis-driven protein transmembrane transporter activity [GO:0015450]; intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952]	GO:0005886; GO:0006605; GO:0015450; GO:0016021; GO:0043952; GO:0065002
WP_072722024.1	A0A1J1LRA2	A0A1J1LRA2_9CYAN	unreviewed	Nucleoside permease	PL9214650532	Planktothrix tepida PCC 9214	416	integral component of membrane [GO:0016021]; nucleoside transmembrane transporter activity [GO:0005337]	GO:0005337; GO:0016021
WP_053456566.1	A0A0M0SN97	A0A0M0SN97_9CYAN	unreviewed	Peroxiredoxin	AMR41_12375	Hapalosiphon sp. MRB220	162	antioxidant activity [GO:0016209]; oxidoreductase activity [GO:0016491]	GO:0016209; GO:0016491
WP_007356069.1	D8G2M4	D8G2M4_9CYAN	unreviewed	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	fmt OSCI_3210004	Kamptonema sp. PCC 6506	340	methionyl-tRNA formyltransferase activity [GO:0004479]	GO:0004479
WP_002775797.1	A0A1E4QFQ4	A0A1E4QFQ4_MICAE	unreviewed	Uncharacterized protein	BFG60_2294	Microcystis aeruginosa NIES-98	275		
WP_002775797.1	I4GEA5	I4GEA5_MICAE	unreviewed	"Genome sequencing data, contig C315"	MICAD_1640006	Microcystis aeruginosa PCC 7941	275		
WP_002775797.1	I4HIA4	I4HIA4_MICAE	unreviewed	"Genome sequencing data, contig C315"	MICAG_1480036	Microcystis aeruginosa PCC 9808	275		
WP_008198151.1	I4I9V1	I4I9V1_9CHRO	unreviewed	"NAD(P)H-quinone oxidoreductase subunit 2 (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 2) (NADH-plastoquinone oxidoreductase subunit 2) (NDH-1, subunit 2)"	ndhB MICAI_1650024	Microcystis sp. T1-4	513	"integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid membrane [GO:0031676]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; ATP synthesis coupled electron transport [GO:0042773]; photosynthesis, light reaction [GO:0019684]"	GO:0008137; GO:0016021; GO:0019684; GO:0031676; GO:0042773; GO:0048038
WP_071880491.1	A0A2G3P7R1	A0A2G3P7R1_9CHRO	unreviewed	DNA-binding protein	CSQ80_10045 CSQ80_13760	Cyanobacterium aponinum IPPAS B-1201	49	"DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]"	GO:0003677; GO:0006355
WP_008200955.1	A0A2P1UBT2	A0A2P1UBT2_9CHRO	unreviewed	Uncharacterized protein	B5D77_02570	Microcystis sp. MC19	101	integral component of membrane [GO:0016021]	GO:0016021
WP_008200955.1	A0A5A5R7J0	A0A5A5R7J0_MICAE	unreviewed	Uncharacterized protein	MiYa_02350	Microcystis aeruginosa NIES-2519	101	integral component of membrane [GO:0016021]	GO:0016021
WP_008200955.1	I4ID15	I4ID15_9CHRO	unreviewed	Uncharacterized protein	MICAI_2390003	Microcystis sp. T1-4	101	integral component of membrane [GO:0016021]	GO:0016021
WP_072716885.1	A0A1J1LI84	A0A1J1LI84_9CYAN	unreviewed	Uncharacterized protein	PL921430057	Planktothrix tepida PCC 9214	171		
WP_073075270.1	A0A2T1D2B7	A0A2T1D2B7_9CYAN	unreviewed	Uncharacterized protein	C7B65_26110	Phormidesmis priestleyi ULC007	265	integral component of membrane [GO:0016021]	GO:0016021
WP_021832646.1	T2ISC1	T2ISC1_CROWT	unreviewed	t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE (tRNA threonylcarbamoyladenosine biosynthesis protein TsaE)	CWATWH0005_4724	Crocosphaera watsonii WH 0005	160	cytoplasm [GO:0005737]; tRNA threonylcarbamoyladenosine modification [GO:0002949]	GO:0002949; GO:0005737
WP_021832646.1	T2JWZ5	T2JWZ5_CROWT	unreviewed	t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE (tRNA threonylcarbamoyladenosine biosynthesis protein TsaE)	CWATWH0402_4726	Crocosphaera watsonii WH 0402	160	cytoplasm [GO:0005737]; tRNA threonylcarbamoyladenosine modification [GO:0002949]	GO:0002949; GO:0005737
WP_012593443.1	B7K0L2	B7K0L2_RIPO1	unreviewed	ABC transporter related	PCC8801_0059	Rippkaea orientalis (strain PCC 8801) (Cyanothece sp. (strain PCC 8801))	255	ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]	GO:0005524; GO:0042626
WP_009546533.1	B1WNF5	B1WNF5_CROS5	unreviewed	Two-component response regulator	cce_0446	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	121	phosphorelay signal transduction system [GO:0000160]	GO:0000160
WP_039729048.1	A0A0C1UUK2	A0A0C1UUK2_9CYAN	unreviewed	Uncharacterized protein	QQ91_34610	Lyngbya confervoides BDU141951	194		
WP_039729048.1	A0A4Q7E4J7	A0A4Q7E4J7_9CYAN	unreviewed	Uncharacterized protein	DYY88_17775	Halomicronema excentricum str. Lakshadweep	194		
WP_008273645.1	A3IJY8	A3IJY8_9CHRO	unreviewed	PPM-type phosphatase domain-containing protein	CY0110_02874	Crocosphaera chwakensis CCY0110	737	integral component of membrane [GO:0016021]; protein serine/threonine phosphatase activity [GO:0004722]	GO:0004722; GO:0016021
WP_004160248.1	A0A6H9GPE8	A0A6H9GPE8_MICAE	unreviewed	TPR_REGION domain-containing protein	NIES3804_06560	Microcystis aeruginosa NIES-3804	366	integral component of membrane [GO:0016021]; phycobilisome [GO:0030089]	GO:0016021; GO:0030089
WP_004160248.1	I4H034	I4H034_MICAE	unreviewed	TPR_REGION domain-containing protein	MICAE_540069	Microcystis aeruginosa PCC 9806	366	integral component of membrane [GO:0016021]; phycobilisome [GO:0030089]	GO:0016021; GO:0030089
WP_015117608.1	K9RAA2	K9RAA2_9CYAN	unreviewed	1-acyl-sn-glycerol-3-phosphate acyltransferase	Riv7116_1471	Rivularia sp. PCC 7116	255	"transferase activity, transferring acyl groups [GO:0016746]"	GO:0016746
WP_015148109.1	K9TFY3	K9TFY3_9CYAN	unreviewed	"Exosortase, cyanobacterial variant"	Oscil6304_1787	Oscillatoria acuminata PCC 6304	279	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; peptidase activity [GO:0008233]	GO:0005886; GO:0008233; GO:0016021
WP_073601284.1	A0A1U7H929	A0A1U7H929_9CYAN	unreviewed	Hydrolase	NIES593_20100	Hydrococcus rivularis NIES-593	271	hydrolase activity [GO:0016787]	GO:0016787
WP_015169453.1	K9SY21	K9SY21_9SYNE	unreviewed	Putative membrane-bound metal-dependent hydrolase	Syn7502_02865	Synechococcus sp. PCC 7502	343	integral component of membrane [GO:0016021]; hydrolase activity [GO:0016787]	GO:0016021; GO:0016787
WP_006529004.1	L8LSF1	L8LSF1_9CHRO	unreviewed	Response regulator with CheY-like receiver domain and winged-helix DNA-binding domain	GLO73106DRAFT_00019540	Gloeocapsa sp. PCC 73106	121	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]	GO:0000160; GO:0003677
WP_052277150.1	A0A0K1S4B7	A0A0K1S4B7_9CHRO	unreviewed	Prolyl oligopeptidase family protein	VL20_4036	Microcystis panniformis FACHB-1757	640	serine-type peptidase activity [GO:0008236]	GO:0008236
WP_045358498.1	A0A0A1VSG8	A0A0A1VSG8_MICAE	unreviewed	2'-5' RNA ligase	N44_01243	Microcystis aeruginosa NIES-44	183	ligase activity [GO:0016874]	GO:0016874
WP_015174525.1	K9VCG7	K9VCG7_9CYAN	unreviewed	Uncharacterized protein	Osc7112_0601	Oscillatoria nigro-viridis PCC 7112	72	integral component of membrane [GO:0016021]	GO:0016021
WP_006197485.1	A0ZIA8	A0ZIA8_NODSP	unreviewed	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	upp NSP_37140	Nodularia spumigena CCY9414	216	GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; uracil phosphoribosyltransferase activity [GO:0004845]; nucleoside metabolic process [GO:0009116]; UMP salvage [GO:0044206]; uracil salvage [GO:0006223]	GO:0000287; GO:0004845; GO:0005525; GO:0006223; GO:0009116; GO:0044206
WP_057843095.1	A0A0R3N775	A0A0R3N775_9BRAD	unreviewed	Uncharacterized protein	CQ13_21665	Bradyrhizobium retamae	318	calcium ion binding [GO:0005509]	GO:0005509
WP_002783652.1	I4GUF1	I4GUF1_MICAE	unreviewed	"Ferredoxin-thioredoxin reductase, variable chain"	ftrV MICAE_1860003	Microcystis aeruginosa PCC 9806	78	photosynthesis [GO:0015979]	GO:0015979
WP_061430399.1	A0A139GQA7	A0A139GQA7_MICA8	unreviewed	Uncharacterized protein	OA58_02035	Microcystis aeruginosa (strain NIES-88)	75	endonuclease activity [GO:0004519]; mRNA binding [GO:0003729]	GO:0003729; GO:0004519
WP_006103773.1	B4VYQ7	B4VYQ7_9CYAN	unreviewed	"Transcriptional regulator, Fur family"	MC7420_2589	Coleofasciculus chthonoplastes PCC 7420	138	DNA-binding transcription factor activity [GO:0003700]	GO:0003700
WP_045871057.1	A0A1Z4MB78	A0A1Z4MB78_MICDP	unreviewed	Uncharacterized protein	NIES3275_27390	Fremyella diplosiphon NIES-3275	76		
WP_002744766.1	A0A1X9L6L3	A0A1X9L6L3_MICAE	unreviewed	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	capP ppc BH695_2424	Microcystis aeruginosa PCC 7806SL	1018	magnesium ion binding [GO:0000287]; phosphoenolpyruvate carboxylase activity [GO:0008964]; carbon fixation [GO:0015977]; oxaloacetate metabolic process [GO:0006107]; tricarboxylic acid cycle [GO:0006099]	GO:0000287; GO:0006099; GO:0006107; GO:0008964; GO:0015977
WP_002744766.1	L8NTW4	L8NTW4_MICAE	unreviewed	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	capP ppc C789_2834	Microcystis aeruginosa DIANCHI905	1018	magnesium ion binding [GO:0000287]; phosphoenolpyruvate carboxylase activity [GO:0008964]; carbon fixation [GO:0015977]; oxaloacetate metabolic process [GO:0006107]; tricarboxylic acid cycle [GO:0006099]	GO:0000287; GO:0006099; GO:0006107; GO:0008964; GO:0015977
WP_009798061.1	A3X279	A3X279_9BRAD	unreviewed	Uncharacterized protein	NB311A_10710	Nitrobacter sp. Nb-311A	360	integral component of membrane [GO:0016021]	GO:0016021
WP_016514691.1	A0A0F6RJV3	A0A0F6RJV3_MICAE	unreviewed	"NADH dehydrogenase subunit 5, Involved in CO2 fixation"	MYAER_0890	Microcystis aeruginosa NIES-2549	683	integral component of membrane [GO:0016021]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; ATP synthesis coupled electron transport [GO:0042773]	GO:0008137; GO:0016021; GO:0042773; GO:0048038
WP_016514691.1	A0A6H9H0N0	A0A6H9H0N0_MICAE	unreviewed	NADH dehydrogenase subunit 5	ndhF1 NIES3806_03640	Microcystis aeruginosa NIES-3806	683	integral component of membrane [GO:0016021]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; ATP synthesis coupled electron transport [GO:0042773]	GO:0008137; GO:0016021; GO:0042773; GO:0048038
WP_016514691.1	S3JWH6	S3JWH6_MICAE	unreviewed	NADH-quinone oxidoreductase subunit L (EC 1.6.99.5)	MAESPC_00689 MAESPC_02151	Microcystis aeruginosa SPC777	683	integral component of membrane [GO:0016021]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; ATP synthesis coupled electron transport [GO:0042773]	GO:0008137; GO:0016021; GO:0042773; GO:0048038
WP_013323014.1	E0U8Q7	E0U8Q7_GLOV7	unreviewed	Uncharacterized protein	Cyan7822_2964	Gloeothece verrucosa (strain PCC 7822) (Cyanothece sp. (strain PCC 7822))	441		
WP_061430329.1	A0A139GQ14	A0A139GQ14_MICA8	unreviewed	Pilus assembly protein	OA58_01505	Microcystis aeruginosa (strain NIES-88)	263	integral component of membrane [GO:0016021]	GO:0016021
XP_012078416.1	A0A067KCA8	A0A067KCA8_JATCU	unreviewed	"Starch synthase, chloroplastic/amyloplastic (EC 2.4.1.-)"	JCGZ_14778	Jatropha curcas (Barbados nut)	606	amyloplast [GO:0009501]; chloroplast [GO:0009507]; glycogen (starch) synthase activity [GO:0004373]; starch biosynthetic process [GO:0019252]	GO:0004373; GO:0009501; GO:0009507; GO:0019252
WP_012953602.1	D3EN87	D3EN87_ATETH	unreviewed	DNA replication and repair protein RecF	recF UCYN_01880	Atelocyanobacterium thalassa (isolate ALOHA)	380	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; single-stranded DNA binding [GO:0003697]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432]	GO:0003697; GO:0005524; GO:0005737; GO:0006260; GO:0006281; GO:0009432
WP_053539224.1	A0A0K2LZP2	A0A0K2LZP2_9NOST	unreviewed	Protease 4 (EC 3.4.21.-) (Endopeptidase IV) (Protease IV) (Signal peptide peptidase)	AA650_12240	Anabaena sp. WA102	605	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; peptidase activity [GO:0008233]; signal peptide processing [GO:0006465]	GO:0005886; GO:0006465; GO:0008233; GO:0016021
WP_012599265.1	B7KDM0	B7KDM0_GLOC7	unreviewed	Uncharacterized protein	PCC7424_1890	Gloeothece citriformis (strain PCC 7424) (Cyanothece sp. (strain PCC 7424))	124	cytoplasm [GO:0005737]; division septum assembly [GO:0000917]	GO:0000917; GO:0005737
WP_012595732.1	B7K3S5	B7K3S5_RIPO1	unreviewed	Serine/threonine protein kinase	PCC8801_2455	Rippkaea orientalis (strain PCC 8801) (Cyanothece sp. (strain PCC 8801))	660	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524
