"","id","description","length","eValue","bitscore","simMean","GO_IDs","GO_terms","gene_id","gene_name","KO"
"2854","106_13","WP_008200955.1",105,1.9e-35,121,78.1,"GO:0016020;GO:0016021","membrane;integral component of membrane","K08714","voltage-gated sodium channel","K08714"
"2855","106_13","WP_008200955.1",105,1.9e-35,121,78.1,"GO:0016020;GO:0016021","membrane;integral component of membrane","K08714","voltage-gated sodium channel","K08714"
"2856","106_15","WP_012595481.1",401,1.37e-273,748,95.26,"GO:0006310;GO:0032196;GO:0003677","DNA recombination; transposition; DNA binding;DNA binding;transposition","K07496","putative transposase","K07496"
"2857","106_16","BAZ27335.1",981,7.56e-118,382,40.67,"GO:0009190;GO:0035556;GO:0005515;GO:0000155;GO:0005524","cyclic nucleotide biosynthetic process; intracellular signal transduction; protein binding;ATP binding;phosphorelay sensor kinase activity","K01768","adenylate cyclase [EC:4.6.1.1]","K01768"
"2858","106_19","OBQ36711.1",275,2.81e-134,385,83.27,"GO:0051604;GO:0003924;GO:0016151","protein maturation; GTPase activity; nickel cation binding;GTPase activity;nickel cation binding","K04652","hydrogenase nickel incorporation protein HypB","K04652"
"2859","106_20","MBN4002275.1",114,1.62e-50,160,81.58,"GO:0051604;GO:0016151","protein maturation; nickel cation binding","K04651","hydrogenase nickel incorporation protein HypA/HybF","K04651"
"2860","106_21","WP_014275698.1",577,2.61e-238,674,73.83,"GO:0090304;GO:0003676;GO:0004519;GO:0003964","nucleic acid metabolic process; nucleic acid binding; endonuclease activity;nucleic acid binding;endonuclease activity;RNA-directed DNA polymerase activity","K00986","RNA-directed DNA polymerase [EC:2.7.7.49]","K00986"
"2861","106_22","WP_036477106.1",131,2.6e-67,204,91.6,"GO:0019464;GO:0005960","glycine decarboxylation via glycine cleavage system; glycine cleavage complex","K02437","glycine cleavage system H protein","K02437"
"2862","106_26","WP_124978243.1",159,1.99e-50,167,70.44,"GO:0016740","transferase activity","WP_124978243.1","L,D-transpeptidase","none"
"2863","106_27","WP_124978243.1",159,3.17e-75,228,77.99,"GO:0016740","transferase activity","K19462","EBV trans-activator protein BZLF1","K19462"
"2864","106_30","WP_130758151.1",529,4.77e-221,626,75.8,"GO:0005975;GO:0004553","carbohydrate metabolic process; hydrolase activity, hydrolyzing O-glycosyl compounds","K01207","beta-N-acetylhexosaminidase [EC:3.2.1.52]","K01207"
"2865","106_31","MBP0015990.1",116,5.21e-55,174,87.93,"GO:0006364","rRNA processing","K02834","ribosome-binding factor A","K02834"
"2866","106_33","WP_026734494.1",220,2.07e-111,323,87.27,"GO:0008171","O-methyltransferase activity","K00588","caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]","K00588"
"2867","106_35","WP_214437170.1",330,4.43e-151,435,80,"GO:0009228;GO:0004789;GO:0003824","thiamine biosynthetic process; thiamine-phosphate diphosphorylase activity; catalytic activity","K00788","thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]","K00788"
"2868","106_36","NEZ58671.1",388,1.23e-190,537,80.93,"GO:0005975;GO:0006098;GO:0004801;GO:0005509;GO:0005737;GO:0003824","carbohydrate metabolic process; pentose-phosphate shunt; transaldolase activity; calcium ion binding; cytoplasm; catalytic activity;cytoplasm;calcium ion binding;sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity;pentose-phosphate shunt","K00616","transaldolase [EC:2.2.1.2]","K00616"
"2869","106_38","WP_073075270.1",239,1.66e-77,240,71.13,"GO:0016020;GO:0016021","membrane; integral component of membrane;integral component of membrane","K02496","uroporphyrin-III C-methyltransferase [EC:2.1.1.107]","K02496"
"2870","106_41","TRV02410.1",281,1.61e-114,337,77.94,"GO:0003676","nucleic acid binding","K02945","small subunit ribosomal protein S1","K02945"
"2871","106_42","WP_021832646.1",159,2.57e-112,320,100,"GO:0002949;GO:0005737","tRNA threonylcarbamoyladenosine modification; cytoplasm;cytoplasm","K06925","tRNA threonylcarbamoyladenosine biosynthesis protein TsaE","K06925"
"2872","106_42","WP_021832646.1",159,2.57e-112,320,100,"GO:0002949;GO:0005737","tRNA threonylcarbamoyladenosine modification; cytoplasm;cytoplasm","K06925","tRNA threonylcarbamoyladenosine biosynthesis protein TsaE","K06925"
"2873","106_45","WP_012593443.1",254,3.82e-144,409,88.19,"GO:0055085;GO:0005524;GO:0016020;GO:0042626","transmembrane transport; ATP binding; membrane;ATP binding;ATPase-coupled transmembrane transporter activity","K02006","cobalt/nickel transport system ATP-binding protein","K02006"
"2874","106_47","WP_106369501.1",347,4.35e-131,383,72.33,"GO:0005515","protein binding","K06980","tRNA-modifying protein YgfZ","K06980"
"2875","106_50","WP_208492120.1",305,3.28e-169,476,85.9,"GO:0006741;GO:0019674;GO:0003951","NADP biosynthetic process; NAD metabolic process; NAD+ kinase activity","K00858","NAD+ kinase [EC:2.7.1.23]","K00858"
"2876","106_52","WP_093753437.1",108,2.34e-23,91.7,66.67,"GO:0003677","DNA binding","K07171","mRNA interferase MazF [EC:3.1.-.-]","K07171"
"2877","106_54","REJ59215.1",190,4.17e-74,227,73.16,"GO:0090305;GO:0004519","nucleic acid phosphodiester bond hydrolysis; endonuclease activity;endonuclease activity","K10712","cysteamine dioxygenase [EC:1.13.11.19]","K10712"
"2878","106_61","WP_107668047.1",101,2.82e-37,130,84.16,"GO:0008080","N-acetyltransferase activity","K03789","[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]","K03789"
"2879","106_62","MBW4619942.1",233,5.47e-77,238,71.67,"GO:0005975;GO:0016810;GO:0003824","carbohydrate metabolic process; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; catalytic activity","K22278","peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]","K22278"
"2880","106_63","HAC66035.1",179,3.9e-79,239,79.89,"GO:0016021","integral component of membrane","HAC66035.1","TPA: thioredoxin family protein","none"
"2881","106_66","MBW4505405.1",122,4.72e-58,181,84.43,"GO:0003677","DNA binding","K11016","hemolysin","K11016"
"2882","106_68","WP_190950378.1",309,2.39e-139,402,76.38,"GO:0009236;GO:0048472;GO:0016021","cobalamin biosynthetic process; threonine-phosphate decarboxylase activity; integral component of membrane","K02227","adenosylcobinamide-phosphate synthase [EC:6.3.1.10]","K02227"
"2883","106_70","WP_035826580.1",398,3.23e-291,792,100,"GO:0000160","phosphorelay signal transduction system","K02657","twitching motility two-component system response regulator PilG","K02657"
"2884","106_71","WP_009546533.1",120,4.09e-77,228,97.5,"GO:0000160","phosphorelay signal transduction system","K02658","twitching motility two-component system response regulator PilH","K02658"
"2885","106_72","WP_190730773.1",124,2.15e-57,180,83.87,"GO:0006935;GO:0007165","chemotaxis; signal transduction","K02659","twitching motility protein PilI","K02659"
"2886","106_73","WP_212717710.1",937,4.65e-220,650,58.8,"GO:0007165;GO:0005515;GO:0016021;GO:0016020","signal transduction; protein binding; integral component of membrane; membrane","K02660","twitching motility protein PilJ","K02660"
"2887","107_1","TRU14978.1",200,6.98e-75,230,70.5,"GO:0016787","hydrolase activity","K06999","phospholipase/carboxylesterase","K06999"
"2888","107_2","NSW98766.1",662,9.96e-192,561,65.41,"GO:0055085;GO:0005524;GO:0140359;GO:0016021","transmembrane transport; ATP binding; ABC-type transporter activity; integral component of membrane","K02471","vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein","K02471"
"2889","107_6","WP_008273645.1",741,0,1033,81.51,"GO:0006470;GO:0004722;GO:0016021;GO:0016791","protein dephosphorylation; protein serine/threonine phosphatase activity; integral component of membrane; phosphatase activity;integral component of membrane;protein serine/threonine phosphatase activity","K20074","PPM family protein phosphatase [EC:3.1.3.16]","K20074"
"2890","107_8","NES71583.1",173,2.14e-53,173,64.74,"GO:0003676","nucleic acid binding","K07494","putative transposase","K07494"
"2891","107_9","PSO54132.1",84,3.08e-26,98.6,78.57,"GO:0006355;GO:0003677","regulation of transcription, DNA-templated; DNA binding","K07499","putative transposase","K07499"
"2892","107_10","NEP87786.1",552,8.03e-252,706,78.62,"GO:0009435;GO:0008734;GO:0044318;GO:0005737;GO:0016021;GO:0016491","NAD biosynthetic process; L-aspartate oxidase activity; L-aspartate:fumarate oxidoreductase activity; cytoplasm; integral component of membrane; oxidoreductase activity;cytoplasm;integral component of membrane;L-aspartate oxidase activity;L-aspartate:fumarate oxidoreductase activity","K00278","L-aspartate oxidase [EC:1.4.3.16]","K00278"
"2893","107_11","WP_004160248.1",115,1.5e-42,150,80,"GO:0016020;GO:0016021;GO:0030076;GO:0030089","membrane; integral component of membrane; light-harvesting complex; phycobilisome;integral component of membrane;phycobilisome","K05384","bilin biosynthesis protein","K05384"
"2894","107_11","WP_004160248.1",115,1.5e-42,150,80,"GO:0016020;GO:0016021;GO:0030076;GO:0030089","membrane; integral component of membrane; light-harvesting complex; phycobilisome;integral component of membrane;phycobilisome","K05384","bilin biosynthesis protein","K05384"
"2895","107_13","NCS53314.1",567,1.59e-305,863,87.83,"GO:0006430;GO:0003676;GO:0004824;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","lysyl-tRNA aminoacylation; nucleic acid binding; lysine-tRNA ligase activity; ATP binding; cytoplasm;tRNA aminoacylation for protein translation; lysyl-tRNA aminoacylation; nucleotide binding; aminoacyl-tRNA ligase activity","K04567","lysyl-tRNA synthetase, class II [EC:6.1.1.6]","K04567"
"2896","107_15","RCJ26945.1",448,7.22e-189,538,77.23,"GO:0055085;GO:0015297;GO:0042910;GO:0016020;GO:0016021","transmembrane transport; antiporter activity; xenobiotic transmembrane transporter activity; membrane;integral component of membrane;antiporter activity;xenobiotic transmembrane transporter activity","K03327","multidrug resistance protein, MATE family","K03327"
"2897","107_16","MBD2395793.1",513,0,881,89.86,"GO:0003824;GO:0031419;GO:0046872;GO:0051536","catalytic activity; cobalamin binding; metal ion binding; iron-sulfur cluster binding","K22705","hopanoid C-2 methylase [EC:2.1.1.-]","K22705"
"2898","107_18","WP_015117608.1",208,9.88e-88,265,76.92,"GO:0016746","acyltransferase activity;transferase activity, transferring acyl groups","K00655","1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]","K00655"
"2899","107_19","WP_096573809.1",433,3.85e-169,485,72.29,"GO:0000271;GO:0004582;GO:0016021","polysaccharide biosynthetic process; dolichyl-phosphate beta-D-mannosyltransferase activity; integral component of membrane","K00721","dolichol-phosphate mannosyltransferase [EC:2.4.1.83]","K00721"
"2900","107_20","WP_015148109.1",282,2.51e-53,179,57.45,"GO:0006508;GO:0008233;GO:0016787;GO:0005886;GO:0016020;GO:0016021","proteolysis; peptidase activity; hydrolase activity; plasma membrane; membrane; integral component of membrane;integral component of membrane;plasma membrane;peptidase activity","K08156","MFS transporter, DHA1 family, arabinose polymer utilization protein","K08156"
"2901","107_22","WP_193873889.1",297,3.15e-134,388,79.46,"GO:0008033","tRNA processing","K00791","tRNA dimethylallyltransferase [EC:2.5.1.75]","K00791"
"2902","107_23","NEP62094.1",375,3.82e-161,465,80,"GO:0006352;GO:0006355;GO:0003677;GO:0016987;GO:0003700","DNA-templated transcription, initiation; regulation of transcription, DNA-templated; DNA binding; sigma factor activity; DNA-binding transcription factor activity","K03087","RNA polymerase nonessential primary-like sigma factor","K03087"
"2903","107_25","MBT3813222.1",301,4.19e-79,249,68.44,"GO:0016021","integral component of membrane","K07090","uncharacterized protein","K07090"
"2904","107_26","WP_190386041.1",387,3.85e-152,439,73.9,"GO:0016020","membrane","K02004","putative ABC transport system permease protein","K02004"
"2905","108_2","HAX77519.1",385,2.33e-142,416,69.35,"GO:0006310;GO:0032196;GO:0003677","DNA recombination; transposition; DNA binding;DNA binding;transposition","K07496","putative transposase","K07496"
"2906","108_3","NEQ70149.1",174,7.79e-47,157,62.07,"GO:0016020;GO:0016021","membrane; integral component of membrane;integral component of membrane","NEQ70149.1","hypothetical protein F6K21_32590","none"
"2907","108_4","WP_149987195.1",429,1.38e-255,705,90.44,"GO:0005978;GO:0008878;GO:0009058;GO:0016779","glycogen biosynthetic process; glucose-1-phosphate adenylyltransferase activity; biosynthetic process; nucleotidyltransferase activity","K00975","glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]","K00975"
"2908","108_5","WP_073601284.1",271,1.73e-109,322,76.75,"GO:0016787","hydrolase activity","K21064","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]","K21064"
"2909","108_6","5OY0_1",743,0,1457,97.17,"GO:0015979;GO:0046872;GO:0009579;GO:0016021","photosynthesis; metal ion binding; thylakoid; integral component of membrane","K02689","photosystem I P700 chlorophyll a apoprotein A1","K02689"
"2910","108_7","KFF41503.1",741,0,1383,92.98,"GO:0015979;GO:0018298;GO:0022900;GO:0000287;GO:0009055;GO:0016168;GO:0051539;GO:0009522;GO:0016021;GO:0031676;GO:0009579","photosynthesis; protein-chromophore linkage; electron transport chain; magnesium ion binding; electron transfer activity; chlorophyll binding; 4 iron, 4 sulfur cluster binding; photosystem I; integral component of membrane; plasma membrane-derived thylakoid membrane; thylakoid;integral component of membrane;photosystem I;plasma membrane-derived thylakoid membrane;4 iron, 4 sulfur cluster binding;chlorophyll binding;electron transfer activity;magnesium ion binding;protein-chromophore linkage","K02690","photosystem I P700 chlorophyll a apoprotein A2","K02690"
"2911","109_1","WP_193920020.1",444,1.27e-99,330,61.49,"GO:0006355","regulation of transcription, DNA-templated","K07317","adenine-specific DNA-methyltransferase [EC:2.1.1.72]","K07317"
"2912","109_3","WP_083616874.1",317,1.52e-39,146,51.1,"GO:0003677","DNA binding","K03497","ParB family transcriptional regulator, chromosome partitioning protein","K03497"
"2913","109_4","CCQ69917.1",29,1.03e-11,61.6,NA,"GO:0004467","long-chain fatty acid-CoA ligase activity","CCQ69917.1","Long-chain-fatty-acid--CoA ligase","none"
"2914","109_5","WP_002795280.1",174,7.07e-59,190,75.29,"GO:0046872","metal ion binding","K23222","nuclease HARBI1 [EC:3.1.-.-]","K23222"
"2915","109_11","WP_015169453.1",82,1.92e-17,82,73.17,"GO:0016787;GO:0016020;GO:0016021","hydrolase activity; membrane; integral component of membrane;integral component of membrane","K07038","inner membrane protein","K07038"
"2916","110_3","WP_216349393.1",349,4.58e-192,539,86.53,"GO:0006415;GO:0016149;GO:0005737;GO:0003747","translational termination; translation release factor activity, codon specific; cytoplasm; translation release factor activity","K02836","peptide chain release factor 2","K02836"
"2917","110_4","WP_096557601.1",299,3.62e-60,207,59.53,"GO:0015774;GO:0015159;GO:0016020","polysaccharide transport; polysaccharide transmembrane transporter activity; membrane","K01991","polysaccharide biosynthesis/export protein","K01991"
"2918","110_5","MBW4544781.1",141,1.1e-35,127,68.79,"GO:0006935;GO:0007165","chemotaxis; signal transduction","K03408","purine-binding chemotaxis protein CheW","K03408"
"2919","110_6","KYC38779.1",559,2.67e-210,617,73.88,"GO:0000160;GO:0006935;GO:0016310;GO:0016772;GO:0007165;GO:0000155;GO:0005737","phosphorelay signal transduction system; chemotaxis; phosphorylation; transferase activity, transferring phosphorus-containing groups; signal transduction;cytoplasm;phosphorelay sensor kinase activity;chemotaxis","K11526","two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL","K11526"
"2920","110_7","KYC38779.1",554,6.41e-84,287,51.26,"GO:0000160;GO:0006935;GO:0000155;GO:0005737;GO:0007165;GO:0004673","phosphorelay signal transduction system; chemotaxis; phosphorelay sensor kinase activity; cytoplasm; signal transduction; protein histidine kinase activity;cytoplasm;phosphorelay sensor kinase activity;chemotaxis","K11526","two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL","K11526"
"2921","110_8","MBF2051320.1",1121,5.03e-218,662,56.2,"GO:0007165;GO:0018298;GO:0005515;GO:0016021;GO:0016020","signal transduction; protein-chromophore linkage; protein binding; integral component of membrane; membrane","K11525","methyl-accepting chemotaxis protein PixJ","K11525"
"2922","110_10","HAJ59634.1",1009,6.59e-186,573,54.21,"GO:0006935;GO:0007165;GO:0018298;GO:0004888;GO:0005515;GO:0016021;GO:0016020;GO:0005886","chemotaxis; signal transduction; protein-chromophore linkage; transmembrane signaling receptor activity; protein binding; integral component of membrane; membrane;integral component of membrane;plasma membrane;transmembrane signaling receptor activity;protein-chromophore linkage;signal transduction","K11525","methyl-accepting chemotaxis protein PixJ","K11525"
