	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	82_51	WP_009547707.1	1293	1	2.21E-232	91.36	4	P:GO:0030655; P:GO:0046677; F:GO:0008800; C:GO:0016021	P:beta-lactam antibiotic catabolic process; P:response to antibiotic; F:beta-lactamase activity; C:integral component of membrane	EC:3.5.2.6	Beta-lactamase	IPR045155 (PFAM); IPR012338 (G3DSA:3.40.710.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR000871 (PANTHER); IPR012338 (SUPERFAMILY)	P:GO:0017001; P:GO:0030655; P:GO:0046677; F:GO:0008800	P:antibiotic catabolic process; P:beta-lactam antibiotic catabolic process; P:response to antibiotic; F:beta-lactamase activity
true	[INTERPRO, BLASTED, ANNOTATED]	82_52	MBW4692453.1	2073	1	2.27E-301	74.96	2	P:GO:0009435; F:GO:0008734	P:NAD biosynthetic process; F:L-aspartate oxidase activity			IPR036188 (G3DSA:3.50.50.GENE3D); PF12831 (PFAM); PTHR42716:SF1 (PANTHER); IPR005288 (PANTHER); IPR036188 (SUPERFAMILY)	P:GO:0009435; F:GO:0008734	P:NAD biosynthetic process; F:L-aspartate oxidase activity
true	[INTERPRO, BLASTED]	82_53	WP_081532596.1	492	1	8.19E-11	47.4						IPR026374 (TIGRFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	82_54	WP_036481027.1	420	1	6.09E-71	85.19	1	F:GO:0015035	F:protein-disulfide reductase activity			IPR007263 (PFAM); PTHR33639 (PANTHER)	F:GO:0015035	F:protein-disulfide reductase activity
true	[INTERPRO, BLASTED, ANNOTATED]	82_55	WP_071823403.1	1200	1	1.18E-200	84.76	1	F:GO:0003824	F:catalytic activity			IPR000192 (PFAM); IPR015421 (G3DSA:3.40.640.GENE3D); IPR015422 (G3DSA:3.90.1150.GENE3D); PTHR43586 (PANTHER); PTHR43586:SF4 (PANTHER); IPR015424 (SUPERFAMILY)	F:GO:0003824	F:catalytic activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	82_56	TDJ14359.1	1845	1	1.4E-211	66.32	1	F:GO:0008484	F:sulfuric ester hydrolase activity			IPR000917 (PFAM); G3DSA:3.30.1120.10 (GENE3D); IPR017850 (G3DSA:3.40.720.GENE3D); PTHR43751 (PANTHER); PTHR43751:SF2 (PANTHER); cd16142 (CDD); IPR017850 (SUPERFAMILY)	F:GO:0003824; F:GO:0008484	F:catalytic activity; F:sulfuric ester hydrolase activity
true	[INTERPRO, BLASTED, MAPPED]	82_57	NEP47505.1	1074	1	5.78E-69	57.22	1	F:GO:0016787	F:hydrolase activity			PF12710 (PFAM); IPR023214 (G3DSA:3.40.50.GENE3D); cd01427 (CDD); IPR036412 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	82_58	NEO91454.1	1002	1	1.69E-169	80.52						IPR005532 (PFAM); IPR042095 (G3DSA:3.90.1580.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR23150:SF32 (PANTHER); PTHR23150 (PANTHER); IPR016187 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	82_59	NEQ41313.1	834	1	3.97E-145	83.75	2	P:GO:0006629; C:GO:0016021	P:lipid metabolic process; C:integral component of membrane			IPR005804 (PFAM); PTHR36459 (PANTHER)	P:GO:0006629	P:lipid metabolic process
true	[INTERPRO]	82_60		492									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	82_61	OFZ71220.1	423	1	3.28E-46	70.5	1	F:GO:0016787	F:hydrolase activity	EC:3	Hydrolases	G3DSA:3.40.50.1010 (GENE3D); IPR002716 (PFAM); PTHR33653 (PANTHER); cd18746 (CDD); IPR029060 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO]	82_62		225									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	82_63	WP_168633982.1	1236	1	5.27E-267	93.41	3	P:GO:0009058; F:GO:0008483; F:GO:0030170	P:biosynthetic process; F:transaminase activity; F:pyridoxal phosphate binding			IPR015422 (G3DSA:3.90.1150.GENE3D); IPR004839 (PFAM); IPR015421 (G3DSA:3.40.640.GENE3D); IPR019942 (TIGRFAM); IPR019942 (PANTHER); PTHR43144:SF1 (PANTHER); IPR019942 (HAMAP); cd00609 (CDD); IPR015424 (SUPERFAMILY)	P:GO:0009058; F:GO:0003824; F:GO:0008483; F:GO:0030170	P:biosynthetic process; F:catalytic activity; F:transaminase activity; F:pyridoxal phosphate binding
true	[INTERPRO, BLASTED, ANNOTATED]	82_64	WP_168498686.1	2106	1	0.0	84.79	1	F:GO:0016787	F:hydrolase activity			IPR002821 (PFAM); IPR008040 (PFAM); IPR045079 (PANTHER)	F:GO:0016787	F:hydrolase activity
true	[INTERPRO, BLASTED, ANNOTATED]	82_65	WP_190955120.1	345	1	1.81E-32	71.3	2	F:GO:0004540; C:GO:0110001	F:ribonuclease activity; C:toxin-antitoxin complex			IPR037038 (G3DSA:1.20.120.GENE3D); IPR008201 (PFAM); PTHR34139 (PANTHER)	F:GO:0004540; C:GO:0110001	F:ribonuclease activity; C:toxin-antitoxin complex
true	[INTERPRO, BLASTED, ANNOTATED]	82_66	WP_085999807.1	342	1	1.79E-28	77.53	1	F:GO:0016779	F:nucleotidyltransferase activity			IPR002934 (PFAM); IPR043519 (G3DSA:3.30.460.GENE3D); PTHR33571 (PANTHER); PTHR33571:SF17 (PANTHER); cd05403 (CDD); IPR043519 (SUPERFAMILY)	F:GO:0016779	F:nucleotidyltransferase activity
true	[INTERPRO, BLASTED, ANNOTATED]	82_67	MBC7749535.1	852	1	1.09E-102	70.65	3	P:GO:0009307; F:GO:0003677; F:GO:0004519	P:DNA restriction-modification system; F:DNA binding; F:endonuclease activity			IPR025745 (PFAM); IPR007560 (PFAM); IPR011856 (G3DSA:3.40.1350.GENE3D); PTHR30015 (PANTHER); PTHR30015:SF7 (PANTHER); IPR011335 (SUPERFAMILY)	P:GO:0009307; F:GO:0003676; F:GO:0003677; F:GO:0004518; F:GO:0004519	P:DNA restriction-modification system; F:nucleic acid binding; F:DNA binding; F:nuclease activity; F:endonuclease activity
true	[INTERPRO, BLASTED]	82_68	WP_012597020.1	210	1	1.37E-29	87.69						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	82_69	WP_168651586.1	333	1	1.5E-35	71.56						IPR014968 (PFAM); IPR035943 (G3DSA:3.30.310.GENE3D); IPR014968 (CDD); IPR035943 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	82_70	WP_190959620.1	435	1	1.22E-44	72.46	2	F:GO:0003676; F:GO:0004518	F:nucleic acid binding; F:nuclease activity			IPR014919 (PFAM); IPR011856 (G3DSA:3.40.1350.GENE3D); IPR011335 (SUPERFAMILY)	F:GO:0003676; F:GO:0004518	F:nucleic acid binding; F:nuclease activity
true	[INTERPRO, BLASTED, ANNOTATED]	82_71	MBN3887377.1	1554	1	1.92E-289	87.74	1	F:GO:0016787	F:hydrolase activity			IPR003692 (PFAM); IPR045079 (PANTHER); PTHR11365:SF2 (PANTHER)	F:GO:0003824; F:GO:0016787	F:catalytic activity; F:hydrolase activity
true	[INTERPRO, BLASTED, ANNOTATED]	82_72	MBR8828030.1	969	1	9.35E-133	73.52	3	P:GO:0008033; F:GO:0005524; F:GO:0016879	P:tRNA processing; F:ATP binding; F:ligase activity, forming carbon-nitrogen bonds			IPR011063 (PFAM); IPR014729 (G3DSA:3.40.50.GENE3D); G3DSA:1.20.59.20 (GENE3D); IPR012795 (TIGRFAM); PTHR43033:SF1 (PANTHER); IPR012094 (PANTHER); IPR012094 (HAMAP); IPR012795 (CDD); SSF52402 (SUPERFAMILY); SSF82829 (SUPERFAMILY)	P:GO:0008033; F:GO:0000166; F:GO:0005524; F:GO:0016879	P:tRNA processing; F:nucleotide binding; F:ATP binding; F:ligase activity, forming carbon-nitrogen bonds
true	[INTERPRO, BLASTED, ANNOTATED]	82_73	NES82396.1	786	1	2.37E-118	78.24	2	P:GO:0009435; F:GO:0004514	P:NAD biosynthetic process; F:nicotinate-nucleotide diphosphorylase (carboxylating) activity			IPR022412 (PFAM); IPR013785 (G3DSA:3.20.20.GENE3D); IPR002638 (PFAM); IPR004393 (TIGRFAM); IPR037128 (G3DSA:3.90.1170.GENE3D); PTHR32179:SF3 (PANTHER); IPR027277 (PANTHER); IPR004393 (CDD); SSF54675 (SUPERFAMILY); IPR036068 (SUPERFAMILY)	P:GO:0009435; F:GO:0003824; F:GO:0004514; F:GO:0016763	P:NAD biosynthetic process; F:catalytic activity; F:nicotinate-nucleotide diphosphorylase (carboxylating) activity; F:pentosyltransferase activity
true	[INTERPRO, BLASTED]	83_1	BAZ44398.1	603	1	2.22E-46	61.49						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	83_2	TRT80986.1	699	1	8.14E-115	86.15	3	P:GO:0006207; P:GO:0044205; F:GO:0004590	P:'de novo' pyrimidine nucleobase biosynthetic process; P:'de novo' UMP biosynthetic process; F:orotidine-5'-phosphate decarboxylase activity	EC:4.1.1.23	Orotidine-5'-phosphate decarboxylase	IPR001754 (SMART); IPR013785 (G3DSA:3.20.20.GENE3D); IPR001754 (PFAM); IPR014732 (TIGRFAM); PTHR32119 (PANTHER); IPR014732 (PTHR32119:PANTHER); IPR014732 (HAMAP); cd04725 (CDD); IPR011060 (SUPERFAMILY)	P:GO:0006207; P:GO:0044205; F:GO:0003824; F:GO:0004590	P:'de novo' pyrimidine nucleobase biosynthetic process; P:'de novo' UMP biosynthetic process; F:catalytic activity; F:orotidine-5'-phosphate decarboxylase activity
true	[INTERPRO, BLASTED, ANNOTATED]	83_3	WP_124974290.1	120	1	3.74E-12	84.62	4	P:GO:0015979; F:GO:0030145; C:GO:0009523; C:GO:0016021	P:photosynthesis; F:manganese ion binding; C:photosystem II; C:integral component of membrane			IPR009388 (PFAM); IPR009388 (HAMAP)	P:GO:0015979; F:GO:0030145; C:GO:0009523; C:GO:0016021	P:photosynthesis; F:manganese ion binding; C:photosystem II; C:integral component of membrane
true	[INTERPRO, BLASTED]	83_4	NJM98058.1	546	1	3.5E-78	78.92						IPR001451 (PFAM); G3DSA:2.160.10.10 (GENE3D); PTHR13061 (PANTHER); PTHR13061:SF11 (PANTHER); cd04645 (CDD); IPR011004 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	83_5	WP_073601601.1	504	1	2.32E-110	91.52						IPR013472 (PFAM); IPR013472 (TIGRFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	83_6	PSB41701.1	438	1	5.64E-75	81.38	1	F:GO:0051213	F:dioxygenase activity	EC:1	Oxidoreductases	IPR029068 (G3DSA:3.10.180.GENE3D); IPR004360 (PFAM); IPR037523 (PROSITE_PROFILES); cd06587 (CDD); IPR029068 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	83_7	NEO51014.1	429	1	2.47E-88	90.85	2	P:GO:0015979; C:GO:0009538	P:photosynthesis; C:photosystem I reaction center			G3DSA:3.30.1470.10 (GENE3D); IPR003685 (PFAM); IPR003685 (PANTHER); IPR036579 (SUPERFAMILY)	P:GO:0015979; C:GO:0009522; C:GO:0009538	P:photosynthesis; C:photosystem I; C:photosystem I reaction center
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	83_8	WP_028947469.1	1524	1	3.61E-286	84.25	3	P:GO:0000162; F:GO:0004049; F:GO:0046872	P:tryptophan biosynthetic process; F:anthranilate synthase activity; F:metal ion binding	EC:4.1.3.27	Anthranilate synthase	IPR019999 (PRINTS); IPR006805 (PFAM); IPR015890 (PFAM); IPR005256 (TIGRFAM); IPR005801 (G3DSA:3.60.120.GENE3D); IPR019999 (PANTHER); PTHR11236:SF9 (PANTHER); IPR005801 (SUPERFAMILY)	P:GO:0000162; P:GO:0009058; F:GO:0004049	P:tryptophan biosynthetic process; P:biosynthetic process; F:anthranilate synthase activity
true	[INTERPRO, BLASTED, ANNOTATED]	83_9	MBI2355341.1	1362	1	4.14E-150	64.84	3	P:GO:0005975; F:GO:0004556; F:GO:0043169	P:carbohydrate metabolic process; F:alpha-amylase activity; F:cation binding			IPR006046 (PRINTS); IPR006047 (SMART); G3DSA:3.20.20.80 (GENE3D); IPR013780 (G3DSA:2.60.40.GENE3D); IPR006047 (PFAM); IPR006048 (PFAM); PTHR43447:SF7 (PANTHER); PTHR43447 (PANTHER); SSF51011 (SUPERFAMILY); IPR017853 (SUPERFAMILY)	P:GO:0005975; F:GO:0003824; F:GO:0004556; F:GO:0043169	P:carbohydrate metabolic process; F:catalytic activity; F:alpha-amylase activity; F:cation binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	83_10	WP_073595772.1	1590	1	8.81E-256	79.65	8	P:GO:0015706; P:GO:0015707; P:GO:0042128; P:GO:0055085; F:GO:0015112; F:GO:0015113; C:GO:0005886; C:GO:0016021	P:nitrate transport; P:nitrite transport; P:nitrate assimilation; P:transmembrane transport; F:nitrate transmembrane transporter activity; F:nitrite transmembrane transporter activity; C:plasma membrane; C:integral component of membrane	EC:7	Translocases	IPR004737 (TIGRFAM); IPR036259 (G3DSA:1.20.1250.GENE3D); IPR011701 (PFAM); IPR036259 (G3DSA:1.20.1250.GENE3D); IPR044772 (PANTHER); IPR020846 (PROSITE_PROFILES); IPR044772 (CDD); IPR036259 (SUPERFAMILY)	P:GO:0015706; P:GO:0015707; P:GO:0055085; F:GO:0015112; F:GO:0015113; F:GO:0022857; C:GO:0016021	P:nitrate transport; P:nitrite transport; P:transmembrane transport; F:nitrate transmembrane transporter activity; F:nitrite transmembrane transporter activity; F:transmembrane transporter activity; C:integral component of membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	83_11	HBL10421.1	1551	1	4.23E-295	88.72	4	F:GO:0020037; F:GO:0046872; F:GO:0048307; F:GO:0051539	F:heme binding; F:metal ion binding; F:ferredoxin-nitrite reductase activity; F:4 iron, 4 sulfur cluster binding	EC:1.7.7.1	Ferredoxin--nitrite reductase	IPR006066 (PRINTS); IPR006067 (PFAM); G3DSA:3.30.413.10 (GENE3D); IPR006067 (PFAM); IPR012798 (TIGRFAM); IPR005117 (PFAM); G3DSA:3.30.413.10 (GENE3D); G3DSA:3.90.480.20 (GENE3D); PTHR32439 (PANTHER); IPR036136 (SUPERFAMILY); IPR036136 (SUPERFAMILY); SSF56014 (SUPERFAMILY); SSF56014 (SUPERFAMILY)	F:GO:0016491; F:GO:0020037; F:GO:0051536	F:oxidoreductase activity; F:heme binding; F:iron-sulfur cluster binding
true	[INTERPRO, BLASTED]	83_12	MXZ72220.1	327	1	2.45E-11	82.61						IPR006442 (PFAM); G3DSA:3.40.1620.10 (GENE3D); TIGR01552 (TIGRFAM); IPR036165 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO]	83_13		150									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	83_14	NET63964.1	2121	1	1.01E-163	59.3	1	F:GO:0008080	F:N-acetyltransferase activity			IPR000182 (PFAM); G3DSA:3.40.630.30 (GENE3D); IPR000182 (PROSITE_PROFILES); cd04301 (CDD); IPR016181 (SUPERFAMILY)	F:GO:0008080	F:N-acetyltransferase activity
true	[INTERPRO, BLASTED]	83_15	MBA3986453.1	462	1	2.15E-19	57.03						IPR007374 (SMART); IPR007374 (PFAM); G3DSA:2.30.130.30 (GENE3D); IPR015947 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	83_16	MBW2031371.1	1521	1	1.46E-99	73.52	2	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity			IPR003593 (SMART); IPR011704 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); PTHR37291 (PANTHER); cd00009 (CDD); IPR027417 (SUPERFAMILY)	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity
true	[INTERPRO, BLASTED]	83_17	WP_184405115.1	1188	1	1.23E-93	59.59						IPR019292 (PFAM); IPR019292 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	83_18	NEO06116.1	1086	1	3.75E-152	77.26						IPR008978 (G3DSA:2.60.40.GENE3D); IPR027417 (G3DSA:3.40.50.GENE3D); IPR025723 (PFAM); IPR040612 (PFAM); PTHR43868 (PANTHER); cd00298 (CDD); cd02035 (CDD); IPR027417 (SUPERFAMILY); IPR008978 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	83_19	WP_075893306.1	195	1	5.79E-24	80.33						IPR021291 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	83_20	TRU97778.1	807	1	2.11E-119	80.68	2	P:GO:0055085; C:GO:0043190	P:transmembrane transport; C:ATP-binding cassette (ABC) transporter complex			IPR000412 (PRINTS); IPR013525 (PFAM); PTHR30413 (PANTHER); PTHR30413:SF11 (PANTHER); IPR000412 (PROSITE_PROFILES)	P:GO:0055085; C:GO:0016020; C:GO:0016021; C:GO:0043190	P:transmembrane transport; C:membrane; C:integral component of membrane; C:ATP-binding cassette (ABC) transporter complex
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	83_21	WP_002771944.1	771	1	1.74E-117	83.0	5	P:GO:0055085; F:GO:0005524; F:GO:0016787; F:GO:0140359; C:GO:0016020	P:transmembrane transport; F:ATP binding; F:hydrolase activity; F:ABC-type transporter activity; C:membrane	EC:3; EC:7	Hydrolases; Translocases	IPR003593 (SMART); IPR027417 (G3DSA:3.40.50.GENE3D); IPR003439 (PFAM); PTHR46743:SF2 (PANTHER); PTHR46743 (PANTHER); IPR003439 (PROSITE_PROFILES); IPR015860 (CDD); IPR027417 (SUPERFAMILY)	F:GO:0005524; F:GO:0140359; C:GO:0016020	F:ATP binding; F:ABC-type transporter activity; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	83_22	THJ21729.1	933	1	3.41E-158	84.09	1	F:GO:0003824	F:catalytic activity			IPR001509 (PFAM); G3DSA:3.40.50.720 (GENE3D); PTHR43245:SF23 (PANTHER); PTHR43245 (PANTHER); cd08946 (CDD); IPR036291 (SUPERFAMILY)	F:GO:0003824	F:catalytic activity
true	[INTERPRO, BLASTED, ANNOTATED]	83_23	WP_024970414.1	849	1	2.0E-149	88.41	1	F:GO:0003824	F:catalytic activity			IPR005137 (PIRSF); IPR005137 (PFAM); IPR005137 (TIGRFAM); IPR005137 (PANTHER); cd04722 (CDD); IPR011060 (SUPERFAMILY)	F:GO:0003824	F:catalytic activity
true	[INTERPRO, BLASTED, ANNOTATED]	83_24	WP_194046049.1	996	1	2.98E-117	67.68	1	F:GO:0016491	F:oxidoreductase activity			IPR012932 (SMART); G3DSA:3.40.30.10 (GENE3D); IPR038354 (G3DSA:1.20.1440.GENE3D); IPR012932 (PFAM); PTHR34573 (PANTHER); IPR044698 (CDD); IPR036249 (SUPERFAMILY)	F:GO:0016491	F:oxidoreductase activity
true	[INTERPRO, BLASTED]	83_25	MBW4681381.1	435	1	4.28E-41	66.42						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	83_26	MBN4005244.1	1995	1	0.0	83.01	4	P:GO:0006457; F:GO:0005524; F:GO:0016887; F:GO:0051082	P:protein folding; F:ATP binding; F:ATP hydrolysis activity; F:unfolded protein binding			IPR020575 (PRINTS); IPR003594 (SMART); IPR037196 (G3DSA:1.20.120.GENE3D); IPR001404 (PFAM); IPR036890 (G3DSA:3.30.565.GENE3D); IPR001404 (PIRSF); G3DSA:3.30.230.80 (GENE3D); G3DSA:3.40.50.11260 (GENE3D); PF13589 (PFAM); IPR001404 (PANTHER); PTHR11528:SF97 (PANTHER); cd16927 (CDD); IPR036890 (SUPERFAMILY); IPR020568 (SUPERFAMILY); IPR037196 (SUPERFAMILY)	P:GO:0006457; F:GO:0005524; F:GO:0016887; F:GO:0051082	P:protein folding; F:ATP binding; F:ATP hydrolysis activity; F:unfolded protein binding
true	[INTERPRO, BLASTED]	83_27	NCJ07533.1	549	1	5.16E-58	67.22						IPR012296 (G3DSA:3.90.1570.GENE3D); IPR008538 (PFAM); PTHR35400:SF1 (PANTHER); PTHR35400 (PANTHER); IPR008538 (CDD); IPR011335 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	83_28	NES24394.1	1572	1	9.38E-69	61.05	1	F:GO:0005515	F:protein binding			IPR019734 (SMART); PF13374 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR011990 (G3DSA:1.25.40.GENE3D); PF13424 (PFAM); PTHR10098 (PANTHER); PS50293 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); PS50293 (PROSITE_PROFILES); PS50293 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); PS50293 (PROSITE_PROFILES); PS50293 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY); IPR011990 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, MAPPED]	83_29	REJ42600.1	1302	1	2.84E-139	70.56	1	F:GO:0005524	F:ATP binding			IPR041664 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR027417 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	83_30	WP_027403349.1	216	1	8.67E-22	77.14						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	83_31	WP_044447575.1	270	1	1.53E-23	64.04						IPR035093 (G3DSA:3.30.2310.GENE3D); IPR007712 (PFAM); IPR035093 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	83_32	WP_007305626.1	2415	1	0.0	99.63	4	P:GO:0005975; P:GO:0006680; F:GO:0004348; C:GO:0016020	P:carbohydrate metabolic process; P:glucosylceramide catabolic process; F:glucosylceramidase activity; C:membrane	EC:3.2.1.45	Glucosylceramidase	IPR024462 (PFAM); IPR014551 (PIRSF); IPR006775 (PFAM); IPR012341 (G3DSA:1.50.10.GENE3D); PTHR12654:SF0 (PANTHER); PTHR12654 (PANTHER); IPR008928 (SUPERFAMILY)	P:GO:0005975; P:GO:0006680; F:GO:0004348; F:GO:0004553; C:GO:0016020	P:carbohydrate metabolic process; P:glucosylceramide catabolic process; F:glucosylceramidase activity; F:hydrolase activity, hydrolyzing O-glycosyl compounds; C:membrane
true	[INTERPRO]	84_1		87									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	84_2	WP_193921172.1	1491	1	2.88E-35	48.43						IPR027417 (G3DSA:3.40.50.GENE3D); IPR027785 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR027417 (G3DSA:3.40.50.GENE3D); PF13604 (PFAM); PTHR43788 (PANTHER); PTHR43788:SF6 (PANTHER); cd18809 (CDD); IPR027417 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	84_3	WP_027402680.1	1311	1	1.58E-50	51.02	1	F:GO:0003824	F:catalytic activity			IPR001242 (PFAM); IPR023213 (G3DSA:3.30.559.GENE3D); G3DSA:3.30.559.30 (GENE3D); PTHR28037 (PANTHER); SSF52777 (SUPERFAMILY); SSF52777 (SUPERFAMILY)	F:GO:0003824	F:catalytic activity
true	[INTERPRO, BLASTED]	84_4	MBC7232601.1	588	1	2.54E-30	61.74						IPR002837 (PFAM); IPR002837 (PANTHER); IPR002837 (CDD)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	84_5	WP_201288583.1	561	1	3.69E-68	77.06						no IPS match	no IPS match	no IPS match
true	[INTERPRO]	84_6		219									IPR036388 (G3DSA:1.10.10.GENE3D); IPR036390 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	84_7	WP_200324333.1	189	1	3.16E-27	81.97						IPR017143 (PIRSF); IPR025990 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	84_8	OGG52691.1	687	1	3.99E-26	51.67	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	84_9	WP_190515756.1	591	1	3.31E-40	62.05						IPR000305 (PFAM); IPR000305 (PROSITE_PROFILES)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	84_10	BBD57514.1	1047	1	6.03E-163	80.34	1	F:GO:0047834	F:D-threo-aldose 1-dehydrogenase activity	EC:1.1.1.122	D-threo-aldose 1-dehydrogenase	IPR036812 (G3DSA:3.20.20.GENE3D); IPR023210 (PFAM); PTHR43364 (PANTHER); cd19080 (CDD); IPR036812 (SUPERFAMILY)	F:GO:0047834	F:D-threo-aldose 1-dehydrogenase activity
true	[INTERPRO]	84_11		228									IPR027417 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	85_1	NCS11973.1	1881	1	2.35E-133	60.73						mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	85_2	NIM32562.1	2337	1	5.99E-35	55.91	1	F:GO:0003796	F:lysozyme activity			IPR023347 (G3DSA:1.10.530.GENE3D); mobidb-lite (MOBIDB_LITE); cd16903 (CDD)	F:GO:0003796	F:lysozyme activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	85_3	CCI34974.1	1254	1	4.85E-195	89.15	2	C:GO:0005886; C:GO:0016021	C:plasma membrane; C:integral component of membrane			IPR016991 (PIRSF); IPR007383 (PFAM); PTHR35791 (PANTHER); PTHR35791:SF1 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	85_4	WP_016866572.1	729	1	3.59E-106	77.53	2	P:GO:0042372; F:GO:0052624	P:phylloquinone biosynthetic process; F:2-phytyl-1,4-naphthoquinone methyltransferase activity	EC:2.1.1	Transferring one-carbon groups	IPR004033 (PFAM); IPR004033 (TIGRFAM); G3DSA:3.40.50.150 (GENE3D); PTHR43591:SF69 (PANTHER); PTHR43591 (PANTHER); IPR004033 (PROSITE_PROFILES); IPR004033 (HAMAP); IPR032904 (HAMAP); cd02440 (CDD); IPR029063 (SUPERFAMILY)	P:GO:0042372; F:GO:0008168; F:GO:0052624	P:phylloquinone biosynthetic process; F:methyltransferase activity; F:2-phytyl-1,4-naphthoquinone methyltransferase activity
true	[INTERPRO, BLASTED]	85_5	WP_190356565.1	381	1	1.04E-23	66.67						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
