yourlist:M20210906F248CABF64506F29A91F8037F07B67D11995558	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (GO)	Gene ontology IDs
HBB33373.1	A0A352AIU1	A0A352AIU1_9CYAN	unreviewed	Cytochrome c biogenesis protein CcsA	ccsB ccsA DC064_16620	Cyanobacteria bacterium UBA9273	360	integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid membrane [GO:0031676]; heme binding [GO:0020037]; cytochrome complex assembly [GO:0017004]	GO:0016021; GO:0017004; GO:0020037; GO:0031676
TRU82775.1	A0A552IH18	A0A552IH18_9CHRO	unreviewed	Gfo/Idh/MocA family oxidoreductase	EWV54_21230	Microcystis novacekii Mn_MB_F_20050700_S1D	357	nucleotide binding [GO:0000166]	GO:0000166
AHB88441.1	V5V4Z6	V5V4Z6_9CYAN	unreviewed	Ferredoxin	NK55_05650	Thermosynechococcus sp. NK55a	130	iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	GO:0046872; GO:0051536
PSO47282.1	A0A2T2R766	A0A2T2R766_9CYAN	unreviewed	TetR/AcrR family transcriptional regulator	BRC33_13120	Cyanobacteria bacterium SW_9_44_58	218	DNA binding [GO:0003677]	GO:0003677
NER26800.1	A0A6B3N5F8	A0A6B3N5F8_9CYAN	unreviewed	Orange carotenoid protein	F6J89_04015	Symploca sp. SIO1C4	168	phycobilisome [GO:0030089]; chloride ion binding [GO:0031404]; light absorption [GO:0016037]; protein-chromophore linkage [GO:0018298]	GO:0016037; GO:0018298; GO:0030089; GO:0031404
EDY83088.1	B5JNH3	B5JNH3_9BACT	unreviewed	"Transketolase, C-terminal domain protein"	VDG1235_2712	Verrucomicrobiae bacterium DG1235	324	catalytic activity [GO:0003824]	GO:0003824
TVP63026.1	A0A6P1ZWN6	A0A6P1ZWN6_9CYAN	unreviewed	Rhodanese-like domain-containing protein	EA343_09385	Nodularia sp. (in: Bacteria)	159		
NEP22640.1	A0A6M0B2I2	A0A6M0B2I2_9CYAN	unreviewed	DNA polymerase III subunit delta (EC 2.7.7.7)	holA F6K49_11705	Moorea sp. SIO3I6	330	DNA polymerase III complex [GO:0009360]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA replication [GO:0006260]	GO:0003677; GO:0003887; GO:0006260; GO:0009360
HAX85800.1	A0A350Y2N2	A0A350Y2N2_9CYAN	unreviewed	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.2)	DCY91_05895	Cyanobacteria bacterium UBA11370	857	"ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; DNA topological change [GO:0006265]"	GO:0003677; GO:0003918; GO:0005524; GO:0006265
TRT42888.1	A0A551X2G6	A0A551X2G6_MICAE	unreviewed	Cell division protein FtsW	EWV85_23730	Microcystis aeruginosa Ma_QC_C_20070703_M131	395	integral component of membrane [GO:0016021]; cell division [GO:0051301]	GO:0016021; GO:0051301
NEO71805.1	A0A6P0LGP0	A0A6P0LGP0_9CYAN	unreviewed	GNAT family N-acetyltransferase	F6K52_20595	Moorea sp. SIO3H5	169	N-acetyltransferase activity [GO:0008080]	GO:0008080
OFW53961.1	A0A1F2WAR4	A0A1F2WAR4_9ACTN	unreviewed	T5orf172 domain-containing protein	A2163_07775	Actinobacteria bacterium RBG_13_35_12	106		
REJ52711.1	A0A3E0LYW8	A0A3E0LYW8_9CHRO	unreviewed	AcrB/AcrD/AcrF family protein	DWQ51_09455	Microcystis wesenbergii TW10	881	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]	GO:0016021; GO:0022857
NEQ35289.1	A0A6P0R390	A0A6P0R390_9CYAN	unreviewed	DsbA family protein	F6K40_02795	Okeania sp. SIO3I5	249		
GBF79694.1	A0A401IEM8	A0A401IEM8_APHSA	unreviewed	Lipolytic protein	AsFPU1_1093	Aphanothece sacrum FPU1	330		
CCQ52164.1	T2IGY9	T2IGY9_CROWT	unreviewed	CHAD domain-containing protein	CWATWH8502_2515	Crocosphaera watsonii WH 8502	128		
TVP59844.1	A0A6P1ZQM4	A0A6P1ZQM4_9CYAN	unreviewed	Response regulator	EA343_18885	Nodularia sp. (in: Bacteria)	461	phosphorelay signal transduction system [GO:0000160]	GO:0000160
RAM50104.1	A0A328I7Y3	A0A328I7Y3_9CYAN	unreviewed	(2Fe-2S) ferredoxin domain-containing protein	C6Y22_18765	Hapalosiphonaceae cyanobacterium JJU2	178		
NEP86591.1	A0A6P0NL55	A0A6P0NL55_9CYAN	unreviewed	Cysteine desulfurase (EC 2.8.1.7) (Nitrogenase metalloclusters biosynthesis protein NifS)	nifS F6K18_06980	Okeania sp. SIO2C2	400	cysteine desulfurase activity [GO:0031071]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; pyridoxal phosphate binding [GO:0030170]; cellular amino acid metabolic process [GO:0006520]	GO:0006520; GO:0030170; GO:0031071; GO:0046872; GO:0051536
AAY78883.1	Q4PJU6	Q4PJU6_9CYAN	unreviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH	Limnoraphis robusta CCAP 1446/4	300	"4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; carbonyl sulfide nitrogenase activity [GO:0018697]; metal ion binding [GO:0046872]; nitrogenase activity [GO:0016163]; nitrogen fixation [GO:0009399]"	GO:0005524; GO:0009399; GO:0016163; GO:0018697; GO:0046872; GO:0051539
OKH25353.1	A0A1U7HP32	A0A1U7HP32_9CHRO	unreviewed	Uncharacterized protein	NIES1031_13285	Chroogloeocystis siderophila 5.2 s.c.1	63		
CCQ70834.1	T2K091	T2K091_CROWT	unreviewed	Bilin biosynthesis protein CpeY	CWATWH0402_3758	Crocosphaera watsonii WH 0402	216	phycobilisome [GO:0030089]	GO:0030089
NER20586.1	A0A6P0UVL2	A0A6P0UVL2_9CYAN	unreviewed	Transposase	F6J96_07715	Symploca sp. SIO1C2	436		
HAE83296.1	A0A3B9KE30	A0A3B9KE30_9CHLR	unreviewed	Glycosyl hydrolase	DCK85_07895	Ktedonobacter sp.	1082	hydrolase activity [GO:0016787]	GO:0016787
HAA27360.1	A0A3B8JGV1	A0A3B8JGV1_9CYAN	unreviewed	Uncharacterized protein	DCE56_06370	Cyanobacteria bacterium UBA8553	66		
RJQ52014.1	A0A3A4WFX6	A0A3A4WFX6_9BACT	unreviewed	PIN domain-containing protein	C4526_08795	Nitrospiraceae bacterium	146		
EDX78375.1	B4VI79	B4VI79_9CYAN	unreviewed	Histidine biosynthesis bifunctional protein HisIE [Includes: Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)]	hisI hisIE MC7420_7028	Coleofasciculus chthonoplastes PCC 7420	235	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; phosphoribosyl-ATP diphosphatase activity [GO:0004636]; histidine biosynthetic process [GO:0000105]	GO:0000105; GO:0004635; GO:0004636; GO:0005524; GO:0005737
NGX63591.1	A0A6M2ADP5	A0A6M2ADP5_9BACT	unreviewed	Uncharacterized protein	KR126chlam6_01003	Candidatus Anoxychlamydiales bacterium	363	integral component of membrane [GO:0016021]	GO:0016021
RUM43318.1	A0A432QY32	A0A432QY32_9BACT	unreviewed	D-sedoheptulose 7-phosphate isomerase (EC 5.3.1.28) (Fragment)	gmhA DSY34_00250	Desulfurobacterium sp.	170	cytoplasm [GO:0005737]; carbohydrate derivative binding [GO:0097367]; D-sedoheptulose 7-phosphate isomerase activity [GO:0008968]; metal ion binding [GO:0046872]; carbohydrate derivative metabolic process [GO:1901135]; carbohydrate metabolic process [GO:0005975]; intein-mediated protein splicing [GO:0016539]	GO:0005737; GO:0005975; GO:0008968; GO:0016539; GO:0046872; GO:0097367; GO:1901135
TML62067.1	A0A538H9V2	A0A538H9V2_9ACTN	unreviewed	"GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase)"	fcl E6G22_08830	Actinobacteria bacterium	319	GDP-L-fucose synthase activity [GO:0050577]; isomerase activity [GO:0016853]; NADP+ binding [GO:0070401]; 'de novo' GDP-L-fucose biosynthetic process [GO:0042351]	GO:0016853; GO:0042351; GO:0050577; GO:0070401
KAA3646105.1	A0A6N6KY99	A0A6N6KY99_9CHLR	unreviewed	SDR family NAD(P)-dependent oxidoreductase	DWQ07_07715	Chloroflexi bacterium	233	oxidoreductase activity [GO:0016491]	GO:0016491
PSN18451.1	A0A2P8WF63	A0A2P8WF63_9CYAN	unreviewed	Esterase	C7271_12500	filamentous cyanobacterium CCP5	303		
BBD60200.1	A0A2Z6CV39	A0A2Z6CV39_9NOSO	unreviewed	Purine nucleoside phosphorylase	NIES2109_29950	Nostoc sp. HK-01	265	adenosine deaminase activity [GO:0004000]; metal ion binding [GO:0046872]; S-methyl-5-thioadenosine phosphorylase activity [GO:0017061]	GO:0004000; GO:0017061; GO:0046872
OPY81708.1	A0A1V5DF70	A0A1V5DF70_9DELT	unreviewed	Site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)	A4E70_01074	Syntrophus sp. PtaU1.Bin005	1165	DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]; DNA restriction-modification system [GO:0009307]	GO:0003677; GO:0008170; GO:0009007; GO:0009307
NER22595.1	A0A6P0V800	A0A6P0V800_9CYAN	unreviewed	MBL fold metallo-hydrolase	F6J96_18225	Symploca sp. SIO1C2	256	hydrolase activity [GO:0016787]	GO:0016787
QDV25781.1	A0A518GAZ5	A0A518GAZ5_9BACT	unreviewed	Zeaxanthin glucosyltransferase (EC 2.4.1.276)	crtX Q31a_41080	Aureliella helgolandensis	178	"transferase activity, transferring glycosyl groups [GO:0016757]"	GO:0016757
TRT77978.1	A0A551ZXV8	A0A551ZXV8_MICAE	unreviewed	Uncharacterized protein	EWV82_18540	Microcystis aeruginosa Ma_AC_P_19900807_S299	189		
NEO27344.1	A0A6P0JVA9	A0A6P0JVA9_9CYAN	unreviewed	Glycosyltransferase family 2 protein (Fragment)	F6K03_10725	Kamptonema sp. SIO4C4	278	transferase activity [GO:0016740]	GO:0016740
NEP47589.1	A0A6P0MV59	A0A6P0MV59_9CYAN	unreviewed	TIGR04376 family protein	F6K65_01565	Moorea sp. SIO3C2	195		
NEO70581.1	A0A6P0LB74	A0A6P0LB74_9CYAN	unreviewed	MoaD/ThiS family protein	F6K52_14070	Moorea sp. SIO3H5	91		
NEO13927.1	A0A6L9YGS6	A0A6L9YGS6_9CYAN	unreviewed	GTPase	F6K46_16795	Moorea sp. SIO3E8	813	GTPase activity [GO:0003924]; nucleotide binding [GO:0000166]	GO:0000166; GO:0003924
RNJ67948.1	A0A3M9Z8H2	A0A3M9Z8H2_9CYAN	unreviewed	DNA polymerase subunit beta	EDM05_17740	Leptolyngbya sp. IPPAS B-1204	96	nucleotidyltransferase activity [GO:0016779]	GO:0016779
RPH90613.1	A0A3N5J5D7	A0A3N5J5D7_9CHRO	unreviewed	HEAT repeat domain-containing protein	EHM73_05885	Chroococcales cyanobacterium metabat2.561	221	phycobilisome [GO:0030089]	GO:0030089
NEP12689.1	A0A6P0MPY1	A0A6P0MPY1_9CYAN	unreviewed	Pyruvate dehydrogenase E1 component subunit beta (EC 1.2.4.1)	F6K14_21270	Symploca sp. SIO2C1	327	pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]; acetyl-CoA biosynthetic process from pyruvate [GO:0006086]	GO:0004739; GO:0006086
OAN45052.1	A0A178M8I1	A0A178M8I1_9CHLR	unreviewed	Translation initiation factor IF-3	infC A6A03_02545	Chloroflexus islandicus	270	cytoplasm [GO:0005737]; translation initiation factor activity [GO:0003743]	GO:0003743; GO:0005737
PBQ34230.1	A0A2A3UGF5	A0A2A3UGF5_9SPHI	unreviewed	ABC transporter ATP-binding protein	CNR22_21470	Sphingobacteriaceae bacterium	403	ATP binding [GO:0005524]	GO:0005524
NEP13114.1	A0A6P0MS82	A0A6P0MS82_9CYAN	unreviewed	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuC F6K14_23495	Symploca sp. SIO2C1	467	"3-isopropylmalate dehydratase activity [GO:0003861]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; branched-chain amino acid biosynthetic process [GO:0009082]; leucine biosynthetic process [GO:0009098]"	GO:0003861; GO:0009082; GO:0009098; GO:0046872; GO:0051539
TRT43645.1	A0A551X4I3	A0A551X4I3_MICAE	unreviewed	WD_REPEATS_REGION domain-containing protein	EWV85_21665	Microcystis aeruginosa Ma_QC_C_20070703_M131	1102		
REJ47694.1	A0A3E0LJT1	A0A3E0LJT1_9CHRO	unreviewed	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	DWQ51_19910	Microcystis wesenbergii TW10	245	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	GO:0003755
PHQ72634.1	A0A2G1ZA39	A0A2G1ZA39_9GAMM	unreviewed	Integrase	COB74_09750	Shewanella sp.	210	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074
NER26159.1	A0A6B3MZ93	A0A6B3MZ93_9CYAN	unreviewed	DUF4158 domain-containing protein (Fragment)	F6J89_00410	Symploca sp. SIO1C4	251		
NET57576.1	A0A6M0G268	A0A6M0G268_9CYAN	unreviewed	Tn3 family transposase	F6K47_15855	Symploca sp. SIO2E6	991	"DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]"	GO:0003677; GO:0004803; GO:0006313
OCR00438.1	A0A1C0VRP3	A0A1C0VRP3_9CYAN	unreviewed	DUF4926 domain-containing protein	BCD67_13095	Oscillatoriales cyanobacterium USR001	103		
PHX54912.1	A0A2G4EZH5	A0A2G4EZH5_9CYAN	unreviewed	Ammonium transporter	CP500_013570	Tychonema bourrellyi FEM_GT703	521	integral component of membrane [GO:0016021]; ammonium transmembrane transporter activity [GO:0008519]	GO:0008519; GO:0016021
ACK74145.1	B7KMX3	B7KMX3_GLOC7	unreviewed	Integrase family protein	PCC7424_5582	Gloeothece citriformis (strain PCC 7424) (Cyanothece sp. (strain PCC 7424))	313	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074
GBE75173.1	A0A2H6L516	A0A2H6L516_MICAE	unreviewed	Uncharacterized protein	myaer87_24000	Microcystis aeruginosa NIES-87	111	integral component of membrane [GO:0016021]	GO:0016021
TRT55018.1	A0A551Y239	A0A551Y239_MICAE	unreviewed	Type II toxin-antitoxin system death-on-curing family toxin	EWV85_09815	Microcystis aeruginosa Ma_QC_C_20070703_M131	136	kinase activity [GO:0016301]	GO:0016301
BAZ27335.1	A0A1Z4QAU1	A0A1Z4QAU1_9CYAN	unreviewed	Multi-sensor hybrid histidine kinase	NIES4073_82530	Scytonema sp. NIES-4073	1234	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; cyclic nucleotide biosynthetic process [GO:0009190]	GO:0000155; GO:0005524; GO:0009190
OBQ36711.1	A0A1B7WHU8	A0A1B7WHU8_9NOST	unreviewed	Hydrogenase accessory protein HypB	AN487_12235	Anabaena sp. CRKS33	274	GTPase activity [GO:0003924]; nickel cation binding [GO:0016151]; protein maturation [GO:0051604]	GO:0003924; GO:0016151; GO:0051604
OKH52506.1	A0A1Q4RUN3	A0A1Q4RUN3_9CYAN	unreviewed	SH3b domain-containing protein	NIES2101_14760	Calothrix sp. HK-06	84		
NEZ58671.1	A0A6M0RSH5	A0A6M0RSH5_9CYAN	unreviewed	Transaldolase (EC 2.2.1.2)	tal DXZ20_24120	Leptolyngbyaceae cyanobacterium CCMR0081	392	cytoplasm [GO:0005737]; calcium ion binding [GO:0005509]; sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity [GO:0004801]; carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]	GO:0004801; GO:0005509; GO:0005737; GO:0005975; GO:0006098
HHX28317.1	A0A7C6T016	A0A7C6T016_9FIRM	unreviewed	NERD domain-containing protein	GX716_04805	Firmicutes bacterium	389		
NEQ36942.1	A0A6P0RA75	A0A6P0RA75_9CYAN	unreviewed	Uncharacterized protein	F6K40_11900	Okeania sp. SIO3I5	128		
TLU54902.1	A0A533TFH5	A0A533TFH5_CHLSQ	unreviewed	Uncharacterized protein	FDX17_06385	Chlorobium sp.	65		
CUR35944.1	A0A1J1LTL7	A0A1J1LTL7_9CYAN	unreviewed	Uncharacterized protein	PL921480054	Planktothrix tepida PCC 9214	354		
REJ59215.1	A0A3E0MHH9	A0A3E0MHH9_MICAE	unreviewed	Uma2 family endonuclease	DWQ58_01600	Microcystis aeruginosa TA09	194	endonuclease activity [GO:0004519]	GO:0004519
HAC66035.1	A0A3B8YAG1	A0A3B8YAG1_9CYAN	unreviewed	Thioredoxin family protein	DCF68_21510	Cyanothece sp. UBA12306	195	integral component of membrane [GO:0016021]	GO:0016021
TRU14978.1	A0A552CYF4	A0A552CYF4_9CHRO	unreviewed	Alpha/beta hydrolase	EWV60_01895	Microcystis sp. Msp_OC_L_20101000_S702	233	hydrolase activity [GO:0016787]	GO:0016787
NEP87786.1	A0A6P0NPH9	A0A6P0NPH9_9CYAN	unreviewed	L-aspartate oxidase (EC 1.4.3.16)	nadB F6K18_13700	Okeania sp. SIO2C2	569	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; L-aspartate oxidase activity [GO:0008734]; L-aspartate:fumarate oxidoreductase activity [GO:0044318]; NAD biosynthetic process [GO:0009435]	GO:0005737; GO:0008734; GO:0009435; GO:0016021; GO:0044318
OIP67076.1	A0A1J5G405	A0A1J5G405_9CYAN	unreviewed	Uncharacterized protein	AUK43_20675	Oscillatoriales cyanobacterium CG2_30_40_61	141		
RCJ26945.1	A0A367QS69	A0A367QS69_9NOSO	unreviewed	MATE family efflux transporter	A6770_01865	Nostoc minutum NIES-26	452	integral component of membrane [GO:0016021]; antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]	GO:0015297; GO:0016021; GO:0042910
OCQ94489.1	A0A1C0V9Q6	A0A1C0V9Q6_9NOSO	unreviewed	Cyanoexosortase A system-associated protein	BCD64_07360	Nostoc sp. MBR 210	220		
NEO55724.1	A0A6M0A0J1	A0A6M0A0J1_9CYAN	unreviewed	PEP-CTERM sorting domain-containing protein	F6K54_23240	Okeania sp. SIO3B5	258		
NEQ70149.1	A0A6P0S5G0	A0A6P0S5G0_9CYAN	unreviewed	Uncharacterized protein	F6K21_32590	Symploca sp. SIO2D2	193	integral component of membrane [GO:0016021]	GO:0016021
KFF41503.1	A0A086CH39	A0A086CH39_9CHRO	unreviewed	Photosystem I P700 chlorophyll a apoprotein A2 (EC 1.97.1.12) (PsaB)	psaB ucyna2_00699	Candidatus Atelocyanobacterium thalassa isolate SIO64986	738	"integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]; 4 iron, 4 sulfur cluster binding [GO:0051539]; chlorophyll binding [GO:0016168]; electron transfer activity [GO:0009055]; magnesium ion binding [GO:0000287]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]"	GO:0000287; GO:0009055; GO:0009522; GO:0015979; GO:0016021; GO:0016168; GO:0018298; GO:0031676; GO:0051539
GDX84022.1	A0A4P5W3S4	A0A4P5W3S4_9GAMM	unreviewed	Uncharacterized protein	LBMAG43_00640	Methylococcaceae bacterium	429		
CCQ69917.1	T2JZ70	T2JZ70_CROWT	unreviewed	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	CWATWH0402_6032	Crocosphaera watsonii WH 0402	311	long-chain fatty acid-CoA ligase activity [GO:0004467]	GO:0004467
CCQ70049.1	T2JY95	T2JY95_CROWT	unreviewed	Uncharacterized protein	CWATWH0402_114	Crocosphaera watsonii WH 0402	73		
NEQ65247.1	A0A6P0RTH8	A0A6P0RTH8_9CYAN	unreviewed	Uncharacterized protein	F6K21_07070	Symploca sp. SIO2D2	94		
EHJ13216.1	G5J3M4	G5J3M4_CROWT	unreviewed	Uncharacterized protein	CWATWH0003_2100	Crocosphaera watsonii WH 0003	328		
ARI83870.1	A0A1X9LIT0	A0A1X9LIT0_MICAE	unreviewed	Zinc metalloprotease	BH695_4591	Microcystis aeruginosa PCC 7806SL	373	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]	GO:0004222; GO:0005886; GO:0016021; GO:0046872
NEU78795.1	A0A6M0IW79	A0A6M0IW79_9NOSO	unreviewed	G-D-S-L family lipolytic protein	G1O98_06855	Nostoc sp. UIC 10630	239		
NES22539.1	A0A6P0WYK6	A0A6P0WYK6_9CYAN	unreviewed	Ketosteroid isomerase	F6K41_27370	Caldora sp. SIO3E6	127	isomerase activity [GO:0016853]	GO:0016853
NEO72577.1	A0A6P0LES3	A0A6P0LES3_9CYAN	unreviewed	Extracellular solute-binding protein	F6K52_24685	Moorea sp. SIO3H5	351	metal ion binding [GO:0046872]	GO:0046872
PZV26944.1	A0A2W7B8M4	A0A2W7B8M4_9CYAN	unreviewed	TPR_REGION domain-containing protein	DCF12_06875	Snowella sp.	349	protein prenyltransferase activity [GO:0008318]; protein prenylation [GO:0018342]	GO:0008318; GO:0018342
NUM51414.1	A0A7Y5C3T9	A0A7Y5C3T9_9FLAO	unreviewed	Alkaline phosphatase family protein	HUU48_09875	Flavobacteriales bacterium	879		
NEN99158.1	A0A6P0IMF8	A0A6P0IMF8_9CYAN	unreviewed	Uncharacterized protein	F6K50_27855	Moorea sp. SIO3I7	68		
TVR12895.1	A0A6N2DJB5	A0A6N2DJB5_9CYAN	unreviewed	DUF3854 domain-containing protein	EA395_04955	Phormidium sp. GEM2.Bin31	1006		
PZV04463.1	A0A2W6ZRZ7	A0A2W6ZRZ7_9CYAN	unreviewed	Uncharacterized protein	DCF22_25470	Leptolyngbya sp.	99		
KLN54687.1	A0A0H2M1S7	A0A0H2M1S7_VARPD	unreviewed	Transposase DDE domain protein	VPARA_43290	Variovorax paradoxus	290		
NEO92075.1	A0A6P0LUZ2	A0A6P0LUZ2_9CYAN	unreviewed	DEAD/DEAH box helicase	F6K56_18265	Moorea sp. SIO3G5	469	ATP binding [GO:0005524]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0004386; GO:0005524; GO:0016787
NEO53253.1	A0A6L9ZNU7	A0A6L9ZNU7_9CYAN	unreviewed	Uncharacterized protein	F6K54_09290	Okeania sp. SIO3B5	410	integral component of membrane [GO:0016021]	GO:0016021
AFZ48517.1	K9YPX6	K9YPX6_CYASC	unreviewed	Uncharacterized protein	Cyast_2574	Cyanobacterium stanieri (strain ATCC 29140 / PCC 7202)	216	integral component of membrane [GO:0016021]	GO:0016021
NEP10029.1	A0A6P0MHG8	A0A6P0MHG8_9CYAN	unreviewed	JAB domain-containing protein	F6K14_07370	Symploca sp. SIO2C1	243	metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]	GO:0008237; GO:0046872
SHN68671.1	A0A1M7TDD1	A0A1M7TDD1_FERGO	unreviewed	Tyrosine recombinase XerD subunit	SAMN02745226_01863	Fervidobacterium gondwanense DSM 13020	296	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074
NEO64378.1	A0A6M0AP03	A0A6M0AP03_9CYAN	unreviewed	"Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)"	rsmA ksgA F6J98_29815	Moorea sp. SIO4G2	282	cytoplasm [GO:0005737]; 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; RNA binding [GO:0003723]	GO:0003723; GO:0005737; GO:0052908
TRU19650.1	A0A552DBR7	A0A552DBR7_MICAE	unreviewed	MFS transporter	EWV81_23615	Microcystis aeruginosa Ma_SC_T_19800800_S464	535	integral component of membrane [GO:0016021]; symporter activity [GO:0015293]; carbohydrate transport [GO:0008643]; sodium ion transport [GO:0006814]	GO:0006814; GO:0008643; GO:0015293; GO:0016021
OEJ72899.1	A0A1E5QE09	A0A1E5QE09_9CYAN	unreviewed	LytR family transcriptional regulator	BH720_22790	Desertifilum sp. IPPAS B-1220	448		
NEQ51781.1	A0A6I5PJA8	A0A6I5PJA8_9CYAN	unreviewed	"Superoxide dismutase, Ni (EC 1.15.1.1)"	sodN F6K11_16840	Leptolyngbya sp. SIO3F4	155	nickel cation binding [GO:0016151]; superoxide dismutase activity [GO:0004784]	GO:0004784; GO:0016151
GBE75938.1	A0A2H6L799	A0A2H6L799_MICAE	unreviewed	J domain-containing protein	myaer87_31650	Microcystis aeruginosa NIES-87	301	integral component of membrane [GO:0016021]	GO:0016021
