"","gene_id","KO","GO.ID","GO.Term","GO.Ontology"
"4796","K01776","K01776","GO:0016855","racemase and epimerase activity, acting on amino acids and derivatives","MF"
"4797","K01776","K01776","GO:0036361","racemase activity, acting on amino acids and derivatives","MF"
"4798","K01776","K01776","GO:0009252","peptidoglycan biosynthetic process","BP"
"4799","K05356","K05356","GO:0008299","isoprenoid biosynthetic process","BP"
"4800","K23383","K23383","GO:0005515","protein binding","MF"
"4801","K17758","K17758","GO:0046496","nicotinamide nucleotide metabolic process","BP"
"4802","K17758","K17758","GO:0000166","nucleotide binding","MF"
"4803","K17758","K17758","GO:0005524","ATP binding","MF"
"4804","K17758","K17758","GO:0016829","lyase activity","MF"
"4805","K17758","K17758","GO:0016853","isomerase activity","MF"
"4806","K17758","K17758","GO:0046872","metal ion binding","MF"
"4807","K17758","K17758","GO:0052855","ADP-dependent NAD(P)H-hydrate dehydratase activity","MF"
"4808","K17758","K17758","GO:0052856","NADHX epimerase activity","MF"
"4809","K17758","K17758","GO:0052857","NADPHX epimerase activity","MF"
"4810","K01874","K01874","GO:0006431","methionyl-tRNA aminoacylation","BP"
"4811","K01874","K01874","GO:0004825","methionine-tRNA ligase activity","MF"
"4812","K01874","K01874","GO:0005524","ATP binding","MF"
"4813","K01874","K01874","GO:0006418","tRNA aminoacylation for protein translation","BP"
"4814","K01874","K01874","GO:0000166","nucleotide binding","MF"
"4815","K01874","K01874","GO:0004812","aminoacyl-tRNA ligase activity","MF"
"4816","K13038","K13038","GO:0015937","coenzyme A biosynthetic process","BP"
"4817","K13038","K13038","GO:0015941","pantothenate catabolic process","BP"
"4818","K13038","K13038","GO:0004632","phosphopantothenate--cysteine ligase activity","MF"
"4819","K13038","K13038","GO:0004633","phosphopantothenoylcysteine decarboxylase activity","MF"
"4820","K13038","K13038","GO:0010181","FMN binding","MF"
"4821","K13038","K13038","GO:0003824","catalytic activity","MF"
"4822","K19002","K19002","GO:0016757","transferase activity, transferring glycosyl groups","MF"
"4823","K09903","K09903","GO:0006221","pyrimidine nucleotide biosynthetic process","BP"
"4824","K09903","K09903","GO:0033862","UMP kinase activity","MF"
"4825","K09903","K09903","GO:0005737","cytoplasm","CC"
"4826","K09903","K09903","GO:0009041","uridylate kinase activity","MF"
"4827","K02838","K02838","GO:0006412","translation","BP"
"4828","K15744","K15744","GO:0016021","integral component of membrane","CC"
"4829","K10912","K10912","GO:0003676","nucleic acid binding","MF"
"4830","K03750","K03750","GO:0032324","molybdopterin cofactor biosynthetic process","BP"
"4831","K21397","K21397","GO:0005515","protein binding","MF"
"4832","K21397","K21397","GO:0005524","ATP binding","MF"
"4833","K21397","K21397","GO:0016021","integral component of membrane","CC"
"4834","K21397","K21397","GO:0016020","membrane","CC"
"4835","K21397","K21397","GO:0042626","ATPase-coupled transmembrane transporter activity","MF"
"4836","K01736","K01736","GO:0009073","aromatic amino acid family biosynthetic process","BP"
"4837","K01736","K01736","GO:0004107","chorismate synthase activity","MF"
"4838","K10233","K10233","GO:0055085","transmembrane transport","BP"
"4839","K10233","K10233","GO:0016021","integral component of membrane","CC"
"4840","K10233","K10233","GO:0016020","membrane","CC"
"4841","K10234","K10234","GO:0055085","transmembrane transport","BP"
"4842","K10234","K10234","GO:0016020","membrane","CC"
"4843","K01414","K01414","GO:0006508","proteolysis","BP"
"4844","K01414","K01414","GO:0004222","metalloendopeptidase activity","MF"
"4845","K01414","K01414","GO:0008233","peptidase activity","MF"
"4846","K01414","K01414","GO:0008237","metallopeptidase activity","MF"
"4847","K02288","K02288","GO:0016829","lyase activity","MF"
"4848","K02288","K02288","GO:0030076","light-harvesting complex","CC"
"4849","K02288","K02288","GO:0030089","phycobilisome","CC"
"4850","K02284","K02284","GO:0015979","photosynthesis","BP"
"4851","K02284","K02284","GO:0018298","protein-chromophore linkage","BP"
"4852","K02284","K02284","GO:0030089","phycobilisome","CC"
"4853","K02284","K02284","GO:0031676","plasma membrane-derived thylakoid membrane","CC"
"4854","K02285","K02285","GO:0015979","photosynthesis","BP"
"4855","K02285","K02285","GO:0018298","protein-chromophore linkage","BP"
"4856","K02285","K02285","GO:0030089","phycobilisome","CC"
"4857","K02285","K02285","GO:0031676","plasma membrane-derived thylakoid membrane","CC"
"4858","K19788","K19788","GO:0005524","ATP binding","MF"
"4859","K19788","K19788","GO:0005525","GTP binding","MF"
"4860","K19788","K19788","GO:0043022","ribosome binding","MF"
"4861","K19788","K19788","GO:0043023","ribosomal large subunit binding","MF"
"4862","K19788","K19788","GO:0016887","ATPase activity","MF"
"4863","K01551","K01551","GO:0005524","ATP binding","MF"
"4864","K01551","K01551","GO:0016887","ATPase activity","MF"
"4865","K00014","K00014","GO:0019632","shikimate metabolic process","BP"
"4866","K00014","K00014","GO:0004764","shikimate 3-dehydrogenase (NADP+) activity","MF"
"4867","K00014","K00014","GO:0050661","NADP binding","MF"
"4868","K02003","K02003","GO:0005524","ATP binding","MF"
"4869","K00133","K00133","GO:0009086","methionine biosynthetic process","BP"
"4870","K00133","K00133","GO:0009088","threonine biosynthetic process","BP"
"4871","K00133","K00133","GO:0009089","lysine biosynthetic process via diaminopimelate","BP"
"4872","K00133","K00133","GO:0009097","isoleucine biosynthetic process","BP"
"4873","K00133","K00133","GO:0004073","aspartate-semialdehyde dehydrogenase activity","MF"
"4874","K00133","K00133","GO:0046983","protein dimerization activity","MF"
"4875","K00133","K00133","GO:0050661","NADP binding","MF"
"4876","K00133","K00133","GO:0051287","NAD binding","MF"
"4877","K00133","K00133","GO:0008652","cellular amino acid biosynthetic process","BP"
"4878","K00133","K00133","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","MF"
"4879","K01714","K01714","GO:0009089","lysine biosynthetic process via diaminopimelate","BP"
"4880","K01714","K01714","GO:0008840","4-hydroxy-tetrahydrodipicolinate synthase activity","MF"
"4881","K01714","K01714","GO:0003824","catalytic activity","MF"
"4882","K01714","K01714","GO:0016829","lyase activity","MF"
"4883","K12574","K12574","GO:0006396","RNA processing","BP"
"4884","K12574","K12574","GO:0090501","RNA phosphodiester bond hydrolysis","BP"
"4885","K12574","K12574","GO:0003723","RNA binding","MF"
"4886","K12574","K12574","GO:0004521","endoribonuclease activity","MF"
"4887","K12574","K12574","GO:0004534","5'-3' exoribonuclease activity","MF"
"4888","K12574","K12574","GO:0008270","zinc ion binding","MF"
"4889","K12574","K12574","GO:0046872","metal ion binding","MF"
"4890","K16507","K16507","GO:0000272","polysaccharide catabolic process","BP"
"4891","K16507","K16507","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","BP"
"4892","K16507","K16507","GO:0005509","calcium ion binding","MF"
"4893","K16507","K16507","GO:0016020","membrane","CC"
"4894","K16507","K16507","GO:0005576","extracellular region","CC"
"4895","K16507","K16507","GO:0009405","pathogenesis","BP"
"4896","K16507","K16507","GO:0090729","toxin activity","MF"
"4897","K16503","K16503","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","BP"
"4898","K16503","K16503","GO:0005509","calcium ion binding","MF"
"4899","K16503","K16503","GO:0016020","membrane","CC"
"4900","K19156","K19156","GO:0001558","regulation of cell growth","BP"
"4901","K19156","K19156","GO:0003677","DNA binding","MF"
"4902","K19156","K19156","GO:0003700","DNA-binding transcription factor activity","MF"
"4903","K19156","K19156","GO:0097351","toxin-antitoxin pair type II binding","MF"
"4904","K01138","K01138","GO:0008484","sulfuric ester hydrolase activity","MF"
"4905","K01138","K01138","GO:0003824","catalytic activity","MF"
"4906","K05099","K05099","GO:0055085","transmembrane transport","BP"
"4907","K05099","K05099","GO:0005886","plasma membrane","CC"
"4908","K05099","K05099","GO:0016020","membrane","CC"
"4909","K05099","K05099","GO:0016021","integral component of membrane","CC"
"4910","K02846","K02846","GO:0016491","oxidoreductase activity","MF"
"4911","K00301","K00301","GO:0016491","oxidoreductase activity","MF"
"4912","K02654","K02654","GO:0008152","metabolic process","BP"
"4913","K02654","K02654","GO:0004190","aspartic-type endopeptidase activity","MF"
"4914","K02654","K02654","GO:0016740","transferase activity","MF"
"4915","K02654","K02654","GO:0016020","membrane","CC"
"4916","K02654","K02654","GO:0005886","plasma membrane","CC"
"4917","K02654","K02654","GO:0008168","methyltransferase activity","MF"
"4918","K02654","K02654","GO:0016021","integral component of membrane","CC"
"4919","K02654","K02654","GO:0032259","methylation","BP"
"4920","K01256","K01256","GO:0006508","proteolysis","BP"
"4921","K01256","K01256","GO:0004177","aminopeptidase activity","MF"
"4922","K01256","K01256","GO:0008237","metallopeptidase activity","MF"
"4923","K01256","K01256","GO:0008270","zinc ion binding","MF"
"4924","K01256","K01256","GO:0030089","phycobilisome","CC"
"4925","K05385","K05385","GO:0016829","lyase activity","MF"
"4926","K05385","K05385","GO:0030089","phycobilisome","CC"
"4927","K05385","K05385","GO:0030076","light-harvesting complex","CC"
"4928","K05386","K05386","GO:0030076","light-harvesting complex","CC"
"4929","K05386","K05386","GO:0030089","phycobilisome","CC"
"4930","IsiA","IsiA","GO:0009767","photosynthetic electron transport chain","BP"
"4931","IsiA","IsiA","GO:0016168","chlorophyll binding","MF"
"4932","IsiA","IsiA","GO:0009538","photosystem I reaction center","CC"
"4933","IsiA","IsiA","GO:0042651","thylakoid membrane","CC"
"4934","IsiA","IsiA","GO:0015979","photosynthesis","BP"
"4935","IsiA","IsiA","GO:0019684","photosynthesis, light reaction","BP"
"4936","IsiA","IsiA","GO:0009521","photosystem","CC"
"4937","IsiA","IsiA","GO:0009522","photosystem I","CC"
"4938","IsiA","IsiA","GO:0016020","membrane","CC"
"4939","IsiA","IsiA","GO:0016021","integral component of membrane","CC"
"4940","IsiA","IsiA","GO:0018298","protein-chromophore linkage","BP"
"4941","IsiA","IsiA","GO:0031676","plasma membrane-derived thylakoid membrane","CC"
"4942","K04758","K04758","GO:0046914","transition metal ion binding","MF"
"4943","K05571","K05571","GO:1902600","proton transmembrane transport","BP"
"4944","K05571","K05571","GO:0005451","monovalent cation:proton antiporter activity","MF"
"4945","K05571","K05571","GO:0016021","integral component of membrane","CC"
"4946","K05571","K05571","GO:0098662","inorganic cation transmembrane transport","BP"
"4947","K05570","K05570","GO:0016021","integral component of membrane","CC"
"4948","K05568","K05568","GO:0048038","quinone binding","MF"
"4949","K05568","K05568","GO:0016021","integral component of membrane","CC"
"4950","K14337","K14337","GO:0005267","potassium channel activity","MF"
"4951","K00097","K00097","GO:0042823","pyridoxal phosphate biosynthetic process","BP"
"4952","K00097","K00097","GO:0050570","4-hydroxythreonine-4-phosphate dehydrogenase activity","MF"
"4953","K00097","K00097","GO:0051287","NAD binding","MF"
"4954","K08904","K08904","GO:0015979","photosynthesis","BP"
"4955","K08904","K08904","GO:0009654","photosystem II oxygen evolving complex","CC"
"4956","K08904","K08904","GO:0009523","photosystem II","CC"
"4957","K08904","K08904","GO:0016020","membrane","CC"
"4958","K02335","K02335","GO:0006139","nucleobase-containing compound metabolic process","BP"
"4959","K02335","K02335","GO:0006261","DNA-dependent DNA replication","BP"
"4960","K02335","K02335","GO:0003677","DNA binding","MF"
"4961","K02335","K02335","GO:0003887","DNA-directed DNA polymerase activity","MF"
"4962","K02335","K02335","GO:0008408","3'-5' exonuclease activity","MF"
"4963","K02335","K02335","GO:0006260","DNA replication","BP"
"4964","K02335","K02335","GO:0003676","nucleic acid binding","MF"
"4965","K02335","K02335","GO:0003824","catalytic activity","MF"
"4966","K01673","K01673","GO:0004089","carbonate dehydratase activity","MF"
"4967","K01673","K01673","GO:0008270","zinc ion binding","MF"
"4968","K18031","K18031","GO:0016702","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF"
"4969","K18031","K18031","GO:0046872","metal ion binding","MF"
"4970","K21071","K21071","GO:0006002","fructose 6-phosphate metabolic process","BP"
"4971","K21071","K21071","GO:0006096","glycolytic process","BP"
"4972","K21071","K21071","GO:0003872","6-phosphofructokinase activity","MF"
"4973","K00226","K00226","GO:0044205","'de novo' UMP biosynthetic process","BP"
"4974","K00226","K00226","GO:0004152","dihydroorotate dehydrogenase activity","MF"
"4975","K00226","K00226","GO:0005737","cytoplasm","CC"
"4976","K00226","K00226","GO:0006222","UMP biosynthetic process","BP"
"4977","K00226","K00226","GO:0003824","catalytic activity","MF"
"4978","K00226","K00226","GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors","MF"
"4979","K00611","K00611","GO:0006591","ornithine metabolic process","BP"
"4980","K00611","K00611","GO:0004585","ornithine carbamoyltransferase activity","MF"
"4981","K00611","K00611","GO:0016597","amino acid binding","MF"
"4982","K00611","K00611","GO:0006520","cellular amino acid metabolic process","BP"
"4983","K00611","K00611","GO:0016743","carboxyl- or carbamoyltransferase activity","MF"
"4984","K00027","K00027","GO:0004471","malate dehydrogenase (decarboxylating) (NAD+) activity","MF"
"4985","K00027","K00027","GO:0008948","oxaloacetate decarboxylase activity","MF"
"4986","K00027","K00027","GO:0046872","metal ion binding","MF"
"4987","K00027","K00027","GO:0051287","NAD binding","MF"
"4988","K01939","K01939","GO:0006164","purine nucleotide biosynthetic process","BP"
"4989","K01939","K01939","GO:0004019","adenylosuccinate synthase activity","MF"
"4990","K01939","K01939","GO:0005525","GTP binding","MF"
"4991","K02897","K02897","GO:0006412","translation","BP"
"4992","K02897","K02897","GO:0003735","structural constituent of ribosome","MF"
"4993","K02897","K02897","GO:0008097","5S rRNA binding","MF"
"4994","K02897","K02897","GO:0005840","ribosome","CC"
"4995","K05181","K05181","GO:0034220","ion transmembrane transport","BP"
"4996","K05181","K05181","GO:0004888","transmembrane signaling receptor activity","MF"
"4997","K05181","K05181","GO:0005230","extracellular ligand-gated ion channel activity","MF"
"4998","K05181","K05181","GO:0016021","integral component of membrane","CC"
"4999","K05181","K05181","GO:0006811","ion transport","BP"
"5000","K05181","K05181","GO:0005216","ion channel activity","MF"
"5001","K02435","K02435","GO:0006412","translation","BP"
"5002","K02435","K02435","GO:0006450","regulation of translational fidelity","BP"
"5003","K02435","K02435","GO:0005524","ATP binding","MF"
"5004","K02435","K02435","GO:0050566","asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity","MF"
